position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	60SdxE8apGAxMiRrpbmLY0	Lucky You (feat. Joyner Lucas)	Eminem	1731714	1	2	1	0
2	4S8d14HvHb70ImctNgVzQQ	I Love It (& Lil Pump)	Kanye West	1649178	nan	1	2	new
3	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1428206	3	6	2	0
4	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	Drake	1240997	4	8	1	0
5	2E124GmJRnBJuXbTb4cPUB	FEFE (feat. Nicki Minaj & Murda Beatz)	6ix9ine	1098936	9	8	2	4
6	0d2iYfpKoM0QCKvcLCkBao	Eastside (with Halsey & Khalid)	benny blanco	1092620	10	9	5	4
7	2jt2WxXMCD4zjACthkJQVE	The Ringer	Eminem	1077590	2	2	2	-5
8	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	1031924	16	4	8	8
9	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	983375	30	4	9	21
10	0s3nnoMeVWz3989MkNQiRf	Lucid Dreams	Juice WRLD	949223	17	9	5	7
11	0TlLq3lA83rQOYtrqBqSct	Nonstop	Drake	927611	18	8	6	7
12	5IaHrVsrferBYDm0bDyABy	Taste (feat. Offset)	Tyga	913971	12	17	2	0
13	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	900638	13	13	4	0
14	28FGV3ORH14MYORd7s5dlU	Not Alike (feat. Royce Da 5'9)	Eminem	874264	6	2	6	-8
15	5WvAo7DNuPRmk4APhdPzi8	No Brainer	DJ Khaled	874072	15	7	3	0
16	58QhkbaAkLFnn7JwAnAato	Fall	Eminem	835247	7	2	7	-9
17	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	788402	19	11	11	2
18	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	775641	24	20	1	6
19	4OafepJy2teCjYJbvFE60J	breathin	Ariana Grande	772797	22	4	4	3
20	2iUXsYOEPhVqEBwsqP70rE	Youngblood	5 Seconds of Summer	759874	27	13	14	7
21	58q2HKrzhC3ozto2nDdN4z	I Like It	Cardi B	728208	26	23	3	5
22	4kWO6O1BUXcZmaxitpVUwp	Jackie Chan	Tiësto	706864	25	17	8	3
23	2XTquzYQAdT1Hk78bOUwsv	Greatest	Eminem	697497	5	2	5	-18
24	3ee8Jmje8o58CHK66QrVC2	SAD!	XXXTENTACION	657329	34	26	1	10
25	2gsNpSn7VvvJuSrIDfRoYy	Kamikaze	Eminem	637465	8	2	8	-17
26	7wBJfHzpfI3032CSD7CE2m	STARGAZING	Travis Scott	634010	32	6	3	6
27	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	Dynoro	625933	33	8	21	6
28	4zIO3ilp5HvTeK3HJHxhMP	Natural	Imagine Dragons	605468	41	8	28	13
29	3EPXxR3ImUwfayaurPi3cm	Be Alright	Dean Lewis	594171	35	7	29	6
30	5N4erncE7kuUccm7zEmwzk	Electricity (with Dua Lipa)	Silk City	591738	nan	1	30	new
31	5OCJzvD7sykQEKHH7qAC3C	God is a woman	Ariana Grande	587138	29	4	9	-2
32	0JP9xo3adEtGSdUEISiszL	Moonlight	XXXTENTACION	586879	36	26	5	4
33	6vN77lE9LK6HP2DewaN6HZ	Yes Indeed	Lil Baby	558561	42	17	3	9
34	7ycWLEP1GsNjVvcjawXz3z	Praise The Lord (Da Shine) (feat. Skepta)	A$AP Rocky	539465	43	16	18	9
35	3u1S1OmAUhx5DRlLrXqyp3	Rise	Jonas Blue	526356	37	14	20	2
36	5bJ1DrEM4hNCafcDd1oxHx	Self Care	Mac Miller	521395	nan	2	36	re-enter
