position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	0bYg9bo50gSsH3LtXe2SQn	All I Want for Christmas Is You	Mariah Carey	2838435	19	5	1	18
2	7wGoVu4Dady5GV0Sv4UIsx	rockstar	Post Malone	2811513	1	9	1	-1
3	1bhUWB0zJMIKr9yVPrkEuI	Perfect Duet (Ed Sheeran & Beyoncé)	Ed Sheeran	2721653	nan	1	3	new
4	2FRnf9qhLbvw8fu4IBXx78	Last Christmas	Wham!	2572761	32	4	4	28
5	0ofbQMrRDsUaVKq2mGLEAb	Havana	Camila Cabello	2302351	2	18	2	-3
6	3VTNVsTTu05dmTsVFrmGpK	Fairytale of New York (feat. Kirsty MacColl)	The Pogues	2177214	39	4	6	33
7	7EI6Iki24tBHAMxtb4xQN2	Anywhere	Rita Ora	2055257	4	7	4	-3
8	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	1999318	3	17	3	-5
9	2xmrfQpmS2iJExTlklLoAL	I Miss You (feat. Julia Michaels)	Clean Bandit	1937730	9	6	9	0
10	6mrKP2jyIQmM0rw6fQryjr	Let You Down	NF	1933633	7	8	7	-3
11	2nUJvBO87SkxCViQsLc9Zr	Man's Not Hot	Big Shaq	1900211	6	11	6	-5
12	2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	1891480	5	23	1	-7
13	1hvpDAxZPKjKztOc72sv06	Do They Know It's Christmas? - 1984 Version	Band Aid	1828070	57	3	13	44
14	7EmGUiUaOSGDnUUQUDrOXC	Wolves	Selena Gomez	1746663	8	6	8	-6
15	0lLdorYw7lVrJydTINhWdI	It's Beginning to Look a Lot like Christmas	Michael Bublé	1596510	53	3	15	38
16	15DwFznkBJir7AK9PyMyRR	17	MK	1565973	17	12	16	1
17	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	1554270	12	11	8	-5
18	1mXVgsBdtIVeCLJnSnmtdV	Too Good At Goodbyes	Sam Smith	1485061	11	5	3	-7
19	6KfNna0zfHtWJJ803hFBWX	Finders Keepers	Mabel	1457096	13	8	9	-6
20	3T7dNA7O8c3Axj5WyDNcH3	Rockin' Around The Christmas Tree - Single Version	Brenda Lee	1437003	93	2	20	73
21	1j4kHkkpqZRBwE0A4CN4Yv	Dusk Till Dawn - Radio Edit	ZAYN	1430734	14	13	4	-7
22	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	1393595	10	40	5	-12
23	32DGGj6KlNuBr6WaqRxpxi	How Long	Charlie Puth	1384401	15	9	14	-8
24	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	1370060	16	17	16	-8
25	4USHZ3omhEBGjHLD9BIJYs	No Words	Dave	1343274	18	5	18	-7
26	2z4pcBLQXF2BXKFvd0BuB6	Tip Toe (feat. French Montana)	Jason Derulo	1261841	27	4	26	1
27	2ISl1zekPsc26sUQpVt8UB	Merry Christmas Everyone - Remastered	Shakin' Stevens	1260984	90	2	27	63
28	43ZyHQITOjhciSUUNPVRHc	Gucci Gang	Lil Pump	1256223	20	9	20	-8
29	0ihguwGVwKihJ1Nj8fGQlY	Blinded By Your Grace, Pt. 2 (feat. MNEK)	Stormzy	1242477	22	19	22	-7
30	1ADjWm8QNhgNV8yCNNgQ1T	Santa Tell Me	Ariana Grande	1236230	70	3	30	40
31	1HrMWH5GUdK6Yi94rbANJA	Cola	CamelPhat	1219832	23	14	23	-8
32	2VoJe7vkKkigs7C3CGnSXL	Hurtin' Me	Stefflon Don	1198879	21	17	13	-11
33	3zJw3rugfpVrmBeDDnUYzy	Happy Xmas (War Is Over) - Remastered	John Lennon	1130341	104	2	33	71
34	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	1101442	28	22	2	-6
35	2OALaHcDdKkjYEpAr0Qzab	Lonely Together (feat. Rita Ora)	Avicii	1071509	24	17	6	-11
36	32OWobmyAz8J2qA8iWekyS	Mistletoe	Justin Bieber	1069508	86	2	36	50
37	1mH6tZC6iXIHPI6EixCwxw	I Wish It Could Be Christmas Everyday	Wizzard	1033060	122	2	37	85
38	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	994294	25	28	6	-13
39	3hBBKuWJfxlIlnd9QFoC8k	What Lovers Do (feat. SZA)	Maroon 5	991063	31	5	10	-8
40	7krbSH3rd8lhIZvuzTV3Bl	Naked	James Arthur	989230	40	2	40	0
41	1pZdegOXTZ2ftINo3oUuRZ	Bedroom Floor	Liam Payne	986191	29	7	28	-12
42	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	976040	37	48	1	-5
43	4gavOCQdZ2g86gkvi17FM7	Wonderful Christmastime - Remastered 2011 / Edited Version	Paul McCartney	954111	165	2	43	122
44	3YQUpKTmtgPJf8u6ooi9KA	Step Into Christmas	Elton John	926172	172	2	44	128
45	4so0Wek9Ig1p6CRCHuINwW	White Christmas	Bing Crosby	910777	175	2	45	130
46	5STWwZgJ5gHzXdOsZ1hTqH	Decline	RAYE	903344	42	4	42	-4
47	6tjituizSxwSmBB5vtgHZE	Holly Jolly Christmas	Michael Bublé	895003	199	2	47	152
48	5b2QnYcT9rQIkhRWt4HztQ	Walk On Water (feat. Beyoncé)	Eminem	890607	26	4	8	-22
49	5hslUAKq9I9CG2bAulFkHN	It's the Most Wonderful Time of the Year	Andy Williams	887885	155	2	49	106
50	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	876664	33	43	23	-17
51	3iwZ8hg0q1kTBB5kjg0nO4	Merry Xmas Everybody	Slade	863850	180	2	51	129
52	7GX5flRQZVHRAGd6B4TmDO	XO Tour Llif3	Lil Uzi Vert	842790	36	15	25	-16
53	6pWzEnoUsuiTcp6odVDovx	Dimelo - X Factor Recording	Rak-Su	841270	nan	1	53	new
54	2SBr3MK1sdMs8IxdRcN6qz	Santa Baby	Kylie Minogue	828626	159	2	54	105
55	7amMgNDcObIDkIXv4xcvc2	Barking	Ramz	817832	nan	1	55	new
56	5AEtlRudpgdT5FtNiuly6Y	Let Me Go (with Alesso, Florida Georgia Line & watt)	Hailee Steinfeld	805090	38	12	38	-18
57	638s8Qi75q1pXjuH86fJX7	Bestie	Yungen	804825	35	25	7	-22
58	42CeaId2XNlxugDvyqHfDf	Candy Paint	Post Malone	787084	52	7	52	-6
59	5PB8zB1MOZASboLquvinMF	Reggaetón Lento (Remix)	CNCO	770497	34	2	34	-25
60	4fzyvSu73BhGvi96p2zwjL	Christmas Lights	Coldplay	732995	200	2	60	140
61	78pn8k7RogKo2oxl0DyX6d	One More Sleep	Leona Lewis	732985	nan	1	61	new
62	3YU6vJbjYUG0tiJyXf9x5V	Him & I	G-Eazy	715031	nan	1	62	new
63	3ojTJaonfkL96iIWa47SU3	Questions	Chris Brown	704202	30	6	18	-33
64	34t13rSSZtr22CjcmroMmh	I Know You	Craig David	701843	44	2	44	-20
65	01uk7IzZyFNfQTDBXxx6NB	One Last Song	Sam Smith	692297	47	5	26	-18
66	2fQrGHiQOvpL9UgPvtYy6G	Bank Account	21 Savage	689932	41	11	38	-25
67	0ZoHHROTzwIYeNAHRPedTY	Driving Home for Christmas	Chris Rea	672732	nan	1	67	new
68	0Zbbxnx4SGGHoIow4PpISP	Stargazing	Kygo	661679	43	11	38	-25
69	7Hz6LLOVxrojLPIHJJ1S0E	Have Yourself A Merry Little Christmas	Sam Smith	658544	195	2	69	126
70	0Ie5uiv54KgCr7P4sYDTHl	Baby It's Cold Outside (duet with Michael Bublé)	Idina Menzel	648116	nan	1	70	new
71	0Qh38w01QRXK6KHIv0e3hb	What About Us	P!nk	640619	45	8	12	-26
72	5wTM2Bm8phDwHAuOsfBwhU	2000 Miles - 2007 Remaster	Pretenders	631161	nan	1	72	new
73	5vySkXA0v40CDwofIvhc1Y	Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)	Steel Banglez	621810	64	2	64	-9
74	095XSaT8I2uI6Uldj2QrSl	Stop the Cavalry	Jona Lewie	619907	nan	1	74	new
75	0tPQPaOKM32WgMSbPCYyRH	Dirty Sexy Money (feat. Charli XCX & French Montana)	David Guetta	616442	56	5	54	-19
76	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	610036	50	34	1	-26
77	4vkVvmjIiQibQ6zJnC1Q9z	Sucker for You	Matt Terry	607024	58	2	58	-19
78	2qqZ5fOGuNvYVzgPFDLQ4l	Mary's Boy Child / Oh My Lord	Boney M.	605772	nan	1	78	new
79	6a1hzBiTkgqTsDA0Xgfh9z	Santa Claus Is Coming To Town	The Jackson 5	592050	nan	1	79	new
80	0afhq8XCExXpqazXczTSve	Galway Girl	Ed Sheeran	586397	66	40	1	-14
81	4IdXngKo4g5exqZ0fQTecu	Jingle Bell Rock	Anita Kerr Singers	585843	nan	1	81	new
82	3m660poUr1chesgkkjQM7P	Sorry Not Sorry	Demi Lovato	577412	48	10	11	-34
83	28qdL1yHti3BSu6AdLzWbg	Bouff Daddy	J Hus	550990	101	6	83	18
84	1OAh8uOEOvTDqkKFsKksCi	Wild Thoughts (feat. Rihanna & Bryson Tiller)	DJ Khaled	550524	55	25	1	-29
85	0leIhGny91OrU4mjcshsjI	Lonely This Christmas	Mud	548125	nan	1	85	new
86	5kJEUjZUh1xPRUHQc8hEnq	Rihanna	Yxng Bane	545966	62	16	52	-24
87	6QgjcU0zLnzq5OrUoSZ3OK	Feel It Still	Portugal. The Man	545718	51	19	40	-36
88	6PCUP3dWmTjcTtXY02oFdT	Castle on the Hill	Ed Sheeran	541051	82	48	2	-6
89	1P17dC1amhFzptugyAO7Il	Look What You Made Me Do	Taylor Swift	540752	nan	1	89	new
90	7oK9VyNzrYvRFo7nQEYkWN	Mr. Brightside	The Killers	540084	59	49	37	-31
91	4FPrAERfkPKOBKrRoyuxLu	Cold December Night	Michael Bublé	534549	nan	1	91	new
92	3nAp4IvdMPPWEH9uuXFFV5	Underneath the Tree	Kelly Clarkson	529769	nan	1	92	new
93	09QDTOldsJkM9ykxdTtAlf	Unsigned	Hardy Caprio	519652	67	22	44	-26
94	7fwXWKdDNI5IutOMc5OKYw	Mi Gente (feat. Beyoncé)	J Balvin	508228	46	10	25	-48
95	4ioNqWWd8Ivz4bLfrn3bBN	Heartline	Craig David	505055	49	12	39	-46
96	77QtEQXWDswYVx1kwxLMU9	No Don	Lotto Boyzz	500710	69	21	56	-27
97	3WrG9BpOPQWUus3FjA1Tny	8 Days of Christmas	Destiny's Child	496430	nan	1	97	new
98	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	496226	88	36	5	-10
99	3yZEMDt7gMEmM5KQNY9eby	My Lover	Not3s	495449	77	3	70	-22
100	1x5sYLZiu9r5E43kMlt9f8	Symphony (feat. Zara Larsson)	Clean Bandit	493683	92	38	1	-8
101	53SnCRcGrB2UCqNGyYZhJD	More Than Friends	James Hype	491594	76	8	26	-25
102	1foCxQtxBweJtZmdxhEHVO	Santa Baby (with Henri René & His Orchestra)	Eartha Kitt	491453	nan	1	102	new
103	1ZY1PqizIl78geGM4xWlEA	Gorgeous	Taylor Swift	481160	nan	1	103	new
104	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	476711	74	33	6	-30
105	7hPtrGqzMOO0KMevkaQnYR	Jingle Bell Rock	The Vamps	472095	nan	1	105	new
106	6W6ijKiufUsBBcgJPKis6T	Is Your Love Enough?	Little Mix	470952	63	2	63	-43
107	6DXEZzM4wBa3EOl0NCNSvz	Did You See	J Hus	470355	94	40	7	-13
108	1yxgsra98r3qAtxqiGZPiX	BUTTERFLY EFFECT	Travis Scott	467654	72	24	66	-36
109	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	464859	71	22	6	-38
110	2771LMNxwf62FTAdpJMQfM	Bodak Yellow	Cardi B	464043	80	17	33	-30
111	5yFSF6qQA1rcLsQRnBsZgb	All Falls Down (feat. Juliander)	Alan Walker	463904	89	3	89	-22
112	19e7nxjjaxsdxJpUe0LYQQ	Linguo	Giggs	463242	84	9	38	-28
113	5bcTCxgc7xVfSaMV3RuVke	Feels (feat. Pharrell Williams, Katy Perry & Big Sean)	Calvin Harris	458449	78	24	3	-35
114	6tUgfsOa8PLkoede5nOR7D	Lemon	N.E.R.D	456781	54	5	45	-60
115	4c2W3VKsOFoIg2SFaO6DY5	Your Song	Rita Ora	454955	73	28	10	-42
116	1zsG4eaZmkA1dvjDDsAGLK	Échame La Culpa	Luis Fonsi	453722	60	3	60	-56
117	4YB8dpiUb1WSF7t1vOAYE1	Aladdin	Not3s	452972	83	3	73	-34
118	2yLa0QULdQr0qAIvVwN6B5	...Ready For It?	Taylor Swift	452343	nan	1	118	new
119	7BHPGtpuuWWsvE7cCaMuEU	Naive	The Kooks	450597	75	49	68	-44
120	3zxrecYFao03IrrcyFiaMU	Miss You	Louis Tomlinson	445898	nan	1	120	new
121	3kGfazcbVvVkuZunzlLgTD	Came Here for Love	Sigala	444088	87	26	7	-34
122	1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	Maggie Lindemann	443234	95	35	8	-27
123	5uCax9HTNlzGybIStD3vDh	Say You Won't Let Go	James Arthur	441245	85	49	5	-38
124	7nZmah2llfvLDiUjm0kiyz	Friends (with BloodPop®)	Justin Bieber	440842	61	16	5	-63
125	2gbCG4Rt9984UZ7Tc0dIFd	White Christmas (with Shania Twain)	Michael Bublé	438494	nan	1	125	new
126	46pF1zFimM582ss1PrMy68	Christmas (Baby Please Come Home)	Darlene Love	435915	nan	1	126	new
127	5yuShbu70mtHXY0yLzCQLQ	Go Flex	Post Malone	434103	81	12	61	-46
128	2X8GwyuNBiOJKLCLNaefOT	Heavy	Anne-Marie	432695	65	11	55	-63
129	2pBlHD6gNGdQnABWz4bhG2	Breathe	Jax Jones	428665	nan	1	129	new
130	79cuOz3SPQTuFrp8WgftAu	There's Nothing Holdin' Me Back	Shawn Mendes	425917	97	33	3	-33
131	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	421822	98	29	20	-33
132	2RttW7RAu5nOAfq6YFvApB	Happier	Ed Sheeran	420362	113	40	5	-19
133	6eT7xZZlB2mwyzJ2sUKG6w	White Iverson	Post Malone	420025	91	30	65	-42
134	7DsX5K72fewVGb47qj7Tbg	Pray	Sam Smith	419714	68	5	24	-66
135	5humEOJehpAwMJEJmb0JJ2	The Christmas Song (Merry Christmas To You)	Nat King Cole	418622	nan	1	135	new
136	7wiESxCGoUkRdgZF2JOLZu	Sleigh Ride	Phil Spector	415554	nan	1	136	new
137	2Xqd0wUttjueBfdcltADOv	No Limit	G-Eazy	411566	118	5	102	-19
138	0NiXXAI876aGImAd6rTj8w	Mama	Jonas Blue	409224	110	22	4	-28
139	3uMB82o0qa7erhiZBW9KQC	Big For Your Boots	Stormzy	407919	111	44	2	-28
140	02gj0J38nzyO9lNi9mzi3A	Power (feat. Stormzy)	Little Mix	403427	109	2	109	-31
141	7hDc8b7IXETo14hHIHdnhd	Passionfruit	Drake	400190	140	38	3	-1
142	3AlpkljBS1AU7HFVPms8K6	Santa's Coming For Us	Sia	398452	nan	1	142	new
143	7m9OqQk4RVRkw9JJdeAw96	Jocelyn Flores	XXXTENTACION	398363	99	15	28	-44
144	1Qg9jWGDkKAGZXj5v2OG59	Wait	Maroon 5	397249	112	4	104	-32
145	4tHqQMWSqmL6YjXwsqthDI	Carol of the Bells	Mykola Dmytrovych Leontovych	395273	nan	1	145	new
146	0OlnLZY4cmQzT6ZGttvWBM	So Far Away (feat. Jamie Scott & Romy Dya)	Martin Garrix	393529	nan	1	146	new
147	0Wv5wuenRLI3BcwgT3HPIP	A Different Way (with Lauv)	DJ Snake	393098	105	11	72	-42
148	7iDa6hUg2VgEL1o1HjmfBn	Meant to Be (feat. Florida Georgia Line)	Bebe Rexha	390877	132	4	132	-16
149	0CokSRCu5hZgPxcZBaEzVE	Glorious (feat. Skylar Grey)	Macklemore	390354	79	11	19	-70
150	7sO5G9EABYOXQKNPNiE9NR	Ric Flair Drip (& Metro Boomin)	Offset	388347	123	5	114	-27
151	2vKVaAoTG6ag83gW3RHwIn	Spirit	J Hus	387668	106	25	52	-45
