position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	0EPxmvsG1BY5td4aTOkWBF	Deu Onda	MC G15	3477856	1	2	1	0
2	1a5Yu5L18qNxVhXx38njON	Hear Me Now	Alok	2197452	2	2	2	0
3	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	2155439	nan	1	3	new
4	257tme6AhneIKAqVF1HTH4	Loka	Simone & Simaria	1477181	nan	1	4	new
5	45wqPwIH4A5cr2IyyD4WKf	Eu Sei de Cor - Ao Vivo | Acústico	Marília Mendonça	1462182	4	2	4	-1
6	7BKLCZ1jbUBVqRi2FVlTVw	Closer	The Chainsmokers	1433243	3	2	3	-3
7	2CW04trIoYMbroZWDzPAjs	Medo Bobo - Ao Vivo	Maiara & Maraisa	1362238	5	2	5	-2
8	5aAx2yezTd8zXrkmtKl66Z	Starboy	The Weeknd	1316002	8	2	8	0
9	2d3TbSkAscvT3QRQalq6uT	Te Assumi Pro Brasil - Ao Vivo	Matheus & Kauan	1266609	9	2	9	0
10	6zCqeUUqLb2CapBmVwAHll	Meu Coração Deu PT - Ao Vivo	Wesley Safadão	1199990	7	2	7	-3
11	2wFnRPjuqwNySFiK0Qfg8L	10% - Ao Vivo	Maiara & Maraisa	1188120	6	2	6	-5
12	4FxumkF81ICxITeqxx4nK9	Sim ou não (participação especial Maluma)	Anitta	1147723	10	2	10	-2
13	4pdPtRcBmOSQDlJ3Fk945m	Let Me Love You	DJ Snake	1139152	11	2	11	-2
14	6DNtNfH8hXkqOX1sjqmI7p	Cold Water (feat. Justin Bieber & MØ)	Major Lazer	1115103	12	2	12	-2
15	6PCUP3dWmTjcTtXY02oFdT	Castle on the Hill	Ed Sheeran	1094642	nan	1	15	new
16	0jIitZeIQRTaZgFQf2WpGK	Decide Aí - Na Praia / Ao Vivo	Matheus & Kauan	1036138	13	2	13	-3
17	5MFzQMkrl1FOOng9tq6R9r	Don't Wanna Know	Maroon 5	1031723	18	2	17	1
18	38MpAndIjGAyVdcC6npX95	Infiel - Ao Vivo	Marília Mendonça	1005035	14	2	14	-4
19	000xYdQfIZ4pDmBGzQalKU	Eu, Você, O Mar e Ela	Luan Santana	997532	15	2	15	-4
20	1xznGGDReH1oQq0xzbwXa3	One Dance	Drake	979946	17	2	17	-3
21	4pLwZjInHj3SimIyN9SnOz	Side To Side	Ariana Grande	976866	20	2	20	-1
22	6mICuAdrwEjh6Y6lroV2Kg	Chantaje (feat. Maluma)	Shakira	964175	29	2	22	7
23	1vvNmPOiUuyCbgWmtc6yfm	My Way	Calvin Harris	934485	24	2	23	1
24	2GfxgssRHvY1azHtaRqKoK	Paredes - Ao Vivo	Jorge & Mateus	916579	19	2	19	-5
25	6vve9WKW5I7fQzkU8dNsUE	E Essa Boca Aí? - Ao Vivo	Bruninho & Davi	902164	21	2	21	-4
26	5SnQDj5REQVvAdSlhqkEcE	Malbec (Part. Dennis Dj) - Ao Vivo	Henrique & Diego	901130	27	2	26	1
27	2DAGCHu5aoo2FOjmtU9ojo	50 Reais	Naiara Azevedo	888809	16	2	16	-11
28	6b8Be6ljOzmkOmFslEb23P	24K Magic	Bruno Mars	874036	30	2	28	2
29	2Gvn46nwyQhUnQiFhlP7WX	Como Faz Com Ela - Ao Vivo	Marília Mendonça	866818	22	2	22	-7
30	5knuzwU65gJK7IF5yJsuaW	Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	845902	34	2	30	4
