position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	2842154	nan	1	1	new
2	3Fj47GNK2kUF0uaEDgXLaD	wish you were gay	Billie Eilish	1722102	nan	1	2	new
3	4SSnFejRGlZikf02HLewEF	bury a friend	Billie Eilish	1456234	nan	1	3	new
4	4y3OI86AEP6PQoDE6olYhO	Sucker	Jonas Brothers	1350147	1	5	1	-3
5	6IRdLKIyS4p7XNiP8r6rsx	all the good girls go to hell	Billie Eilish	1277263	nan	1	5	new
6	43zdsphuZLzwA9k4DJhU0I	when the party's over	Billie Eilish	1273504	nan	1	6	new
7	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1216660	3	14	1	-4
8	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	1203492	2	15	2	-6
9	0rTV5WefWd1J3OwIheTzxM	Talk	Khalid	1122413	4	8	4	-5
10	1tNJrcVe6gwLEiZCtprs1u	3 Nights	Dominic Fike	1088374	6	14	6	-4
11	4QIo4oxwzzafcBWkKjDpXY	xanny	Billie Eilish	1055165	nan	1	11	new
12	6ocbgoVGwYJhOv1GgI9NsF	7 rings	Ariana Grande	1039748	5	8	1	-7
13	5icOoE6VgqFKohjWWNp0Ac	Here With Me	Marshmello	1003693	8	4	8	-5
14	3Tc57t9l2O8FwQZtQOvPXK	my strange addiction	Billie Eilish	994942	nan	1	14	new
15	53CJANUxooaqGOtdsBTh7O	Old Town Road	Lil Nas X	974477	41	3	15	26
16	3XF5xLJHOQQRbWya6hBp7d	you should see me in a crown	Billie Eilish	967809	nan	1	16	new
17	4kV4N9D1iKVxx1KLvtTpjS	break up with your girlfriend, i'm bored	Ariana Grande	948627	7	8	2	-10
18	1DUSuNhF8P5vUGNPpQiZa5	My Bad	Khalid	946601	9	4	9	-9
19	7COXchtUOMd6uIT6HvmRaI	i'm so tired...	Lauv	897241	11	10	8	-8
20	6CcJMwBtXByIz4zQLzFkKc	i love you	Billie Eilish	871127	nan	1	20	new
21	6Qs4SXO9dwPj5GKvVOv8Ki	Dancing With A Stranger (with Normani)	Sam Smith	845019	12	12	5	-9
22	7qEKqBCD2vE5vIBsrUitpD	ilomilo	Billie Eilish	835059	nan	1	22	new
23	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	804443	14	26	1	-9
24	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	771445	18	17	4	-6
25	0tMSssfxAL2oV8Vri0mFHE	listen before i go	Billie Eilish	766047	nan	1	25	new
26	11cDEev79fPKi6uJCjUhu8	Who Do You Love	The Chainsmokers	753307	17	8	13	-9
27	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	740158	16	26	5	-11
28	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	713385	19	33	2	-9
29	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	693908	21	10	11	-8
30	6X29iaaazwho3ab7GNue5r	8	Billie Eilish	680896	nan	1	30	new
31	0TBFJanfWaByPIi3f7RR82	Waiting	KIAN	680475	22	18	13	-9
32	5FXVrJhAOEEGhV6UonjE9N	7 Minutes	Dean Lewis	679071	15	2	15	-17
33	2H4gf1wLxvYreMj1jcaN0k	Be Alright	Dean Lewis	674541	20	2	20	-13
34	1wJRveJZLSb1rjhnUHQiv6	Swervin (feat. 6ix9ine)	A Boogie Wit da Hoodie	664617	32	9	32	-2
35	0uUNN1nSoUx1A4fkDCWDQ7	So Am I	Ava Max	636337	37	3	35	2
36	7eBqSVxrzQZtK2mmgRG6lC	Murder On My Mind	YNW Melly	635400	26	7	25	-10
37	25sgk305KZfyuqVBQIahim	Sweet but Psycho	Ava Max	632498	23	27	4	-14
38	2TIlqbIneP0ZY1O0EzYLlc	Someone You Loved	Lewis Capaldi	621104	54	10	38	16
39	3e9HZxeyfWwjeyPAMmWSSQ	thank u, next	Ariana Grande	619998	25	8	6	-14
40	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	614766	35	23	6	-5
41	5WHTFyqSii0lmT9R21abT8	Don't Call Me Up	Mabel	610254	34	8	34	-7
42	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	582497	28	35	7	-14
43	1NJcg626wLln4pGHpiV7mf	lovely	Billie Eilish	582305	45	17	36	2
44	2iUXsYOEPhVqEBwsqP70rE	Youngblood	5 Seconds of Summer	570736	38	42	1	-6
45	3qLBz3j26AHO2jBYUQWLA6	Woke Up Late (feat. Hailee Steinfeld)	Drax Project	570155	36	7	33	-9
46	3LgWsmilsrWXiPYQFRD0T7	goodbye	Billie Eilish	555368	nan	1	46	new
47	0PG9fbaaHFHfre2gUVo7AN	Please Me	Cardi B	552822	30	7	22	-17
48	7DHApOHsIFo7EyfieArYGE	Walk Me Home	P!nk	544657	43	6	43	-5
49	5itOtNx0WxtJmi1TQ3RuRd	Giant (with Rag'n'Bone Man)	Calvin Harris	535442	40	12	14	-9
50	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	522026	42	18	28	-8
51	6MjNilJCVKJq0LfFvo5jWJ	Fast	Juice WRLD	495203	24	4	22	-27
52	6HZLMsw7ZdObf3Jk7lKAMX	Stay Awake	Dean Lewis	491259	39	2	39	-13
53	4mGdjNMo0RonTlOEb7cYg4	11 Minutes (with Halsey feat. Travis Barker)	YUNGBLUD	487415	31	7	22	-22
54	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	487012	48	49	1	-6
55	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	474994	47	35	12	-8
56	70TEuKwiK0bd5phEQkbvT4	Soaked	Bene	474578	44	17	29	-12
57	26gEW3DUEK0n8n5fvnYrPE	Leave Me Lonely	Hilltop Hoods	469670	33	6	11	-24
58	4c2cdWv3GLKoP12tY0OzZl	Exit Sign	Hilltop Hoods	468134	73	6	58	15
59	63cd4JkwGgYJrbOizbfmsp	Pure Water (with Migos)	Mustard	464317	50	11	43	-9
60	2qxmye6gAegTMjLKEBoR3d	Let Me Down Slowly	Alec Benjamin	461400	61	11	58	1
61	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	444690	51	37	3	-10
62	7to68V64Cu6zk0UDo5tyw3	Confidence	Ocean Alley	422787	46	22	10	-16
63	1WSGTYKLEpKfNQYYW5Oymt	I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)	benny blanco	418528	27	5	27	-36
64	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	415783	58	22	19	-6
65	6tsOcBnaKgzK22yEiqRh8P	MONOPOLY (with Victoria Monét)	Ariana Grande	414467	nan	1	65	new
66	6Hj9jySrnFppAI0sEMCZpJ	Robbery	Juice WRLD	413748	52	4	27	-14
67	5JEx7HbmvHQQswJCsoo9rA	Close To Me (with Diplo) (feat. Swae Lee)	Ellie Goulding	412224	57	23	15	-10
68	2RSHsoi04658QL5xgQVov3	Bad Liar	Imagine Dragons	411545	53	21	14	-15
69	3oh6SCCeLuXhFpEyepla6G	Thotiana	Blueface	411518	49	9	23	-20
70	4u7EnebtmKWzUH433cf5Qv	Bohemian Rhapsody - 2011 Mix	Queen	404356	56	2	56	-14
71	2BgEsaKNfHUdlh97KmvFyo	2002	Anne-Marie	384799	62	34	20	-9
72	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	378440	65	41	9	-7
73	27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	Mark Ronson	376945	60	18	5	-13
74	0e7ipj03S05BNilyu5bRzt	rockstar (feat. 21 Savage)	Post Malone	372064	68	49	11	-6
75	2uIX8YMNjGMD7441kqyyNU	ocean eyes	Billie Eilish	369234	84	34	65	9
76	285pBltuF7vW8TeWk8hdRR	Lucid Dreams	Juice WRLD	366869	66	17	33	-10
77	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	362102	69	80	1	-8
78	0Kay5aNjJKULrS9TbpPZCW	Drink Too Much	G Flip	361930	59	6	59	-19
79	3npzogdOEiVsieXmmhBepL	The Bones	Maren Morris	358617	74	3	74	-5
80	29uWfSrklmIxzRIqFFK9jj	Self	Khalid	355662	nan	1	80	new
81	3Ol2xnObFdKV9pmRD2t9x8	Look Back at It	A Boogie Wit da Hoodie	355520	64	14	28	-17
82	1ThmUihH9dF8EV08ku5AXN	Faucet Failure	Ski Mask The Slump God	354357	75	13	75	-7
83	5IaHrVsrferBYDm0bDyABy	Taste (feat. Offset)	Tyga	351558	70	46	5	-13
84	3Y8JSCYjFznthCYb5HZ8lW	Friends	Flume	344556	nan	1	84	new
85	3ee8Jmje8o58CHK66QrVC2	SAD!	XXXTENTACION	336463	76	55	3	-9
86	40T5GIqQ1CegGm2PTEl8Bu	idontwannabeyouanymore	Billie Eilish	334910	91	17	77	5
87	3swc6WTsr7rl9DqQKQA55C	Psycho (feat. Ty Dolla $ign)	Post Malone	331502	77	49	1	-10
88	1Pz3QmQFBFuI60rxCQBeW6	Kills You Slowly	The Chainsmokers	329226	nan	1	88	new
89	51NFxnQvaosfDDutk0tams	bellyache	Billie Eilish	328886	90	31	64	1
90	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	Kodak Black	327620	72	16	20	-18
91	1oolfqNpJhtO9KquFkHOX2	Johnny Run Away	Tones And I	326532	128	3	91	37
92	6vWEAOUSxohKxhp0K1BsxL	Mixed Personalities (feat. Kanye West)	YNW Melly	326275	95	5	92	3
93	3id2EVGKc3eFAMn9nFnB0r	Love Someone	Lukas Graham	325934	79	23	26	-14
94	2P91MQbaiQOfbiz9VqhqKQ	I Like Me Better	Lauv	325816	81	44	64	-13
95	5Fla3zyOCcIRqrDoKLU0DP	Let You Love Me	Rita Ora	316019	82	19	15	-13
96	4JWQC6gyYoPRnxRxk0ta2M	Peer Pressure (feat. Julia Michaels)	James Bay	312121	63	6	59	-33
97	1xzBco0xcoJEDXktl7Jxrr	Mo Bamba	Sheck Wes	311560	80	26	19	-17
98	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	308233	89	42	3	-9
99	7oK9VyNzrYvRFo7nQEYkWN	Mr. Brightside	The Killers	307541	96	118	54	-3
100	4x0pNOZ5r6kJMjsvsoliBm	Groceries	Mallrat	306947	87	35	55	-13
101	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	306253	85	33	5	-16
102	79esEXlqqmq0GPz0xQSZTV	Lost In Japan	Shawn Mendes	304533	88	13	55	-14
103	5uCax9HTNlzGybIStD3vDh	Say You Won't Let Go	James Arthur	301583	97	118	8	-6
104	2t8yVaLvJ0RenpXUIAC52d	a lot	21 Savage	301193	92	15	44	-12
105	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	Dynoro	300346	71	37	8	-34
106	7m9OqQk4RVRkw9JJdeAw96	Jocelyn Flores	XXXTENTACION	300224	94	84	7	-12
107	03x2rVJRFUrvwlfxoHd9Mo	Just You and I	Tom Walker	297690	138	3	107	31
108	05mAIVLkIWc2d1UBYZBCp8	1999	Charli XCX	293720	86	26	13	-22
109	6ZRuF2n1CQxyxxAAWsKJOy	Nights Like This (feat. Ty Dolla $ign)	Kehlani	287185	67	6	41	-42
110	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	284529	102	117	1	-8
111	6DCZcSspjsKoFjzjrWoCdn	God's Plan	Drake	282912	100	37	29	-11
112	5tAa8Uaqr4VvA3693mbIhU	Ruin My Life	Zara Larsson	281989	93	24	20	-19
113	0i0wnv9UoFdZ5MfuFGQzMy	Last Hurrah	Bebe Rexha	281466	83	6	50	-30
114	3KLygy1YWhmrQx0GRs7IOx	Rise	Jonas Blue	278771	99	21	32	-15
115	0JP9xo3adEtGSdUEISiszL	Moonlight	XXXTENTACION	277822	105	55	11	-10
116	5T8EDUDqKcs6OSOwEsfqG7	Don't Stop Me Now - 2011 Mix	Queen	276517	101	22	58	-15
117	0fcq51a3gOI6gPvzc0YLsk	Wow. - Remix	Post Malone	270276	110	2	110	-7
118	7hzlzoOwCZ4D3Ow5YZK4kj	Insomnia	Daya	269400	nan	1	118	new
119	5vdp5UmvTsnMEMESIF2Ym7	Another One Bites The Dust - Remastered 2011	Queen	269215	103	22	47	-16
120	5zxJlZh20vaB1TcZAUZ8Pz	Miracle Love	Matt Corby	267653	113	7	113	-7
121	2qT1uLXPVPzGgFOx4jtEuo	no tears left to cry	Ariana Grande	266733	107	33	22	-14
122	4NBTZtAt1F13VvlSKe6KTl	This Feeling	The Chainsmokers	266295	120	16	61	-2
123	2374M0fQpWi3dLnB54qaLX	Africa	TOTO	265013	117	75	71	-6
124	2rbDhOo9Fh61Bbu23T2qCk	Always Remember Us This Way	Lady Gaga	264607	108	24	34	-16
125	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	Drake	264377	111	37	1	-14
126	2qXicQG06oT0ijKBznpgQv	Younger	Ruel	262816	125	37	40	-1
127	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	261771	119	93	2	-8
128	78QR3Wp35dqAhFEc2qAGjE	Drip Too Hard (Lil Baby & Gunna)	Lil Baby	259234	109	26	53	-19
129	0CZ8lquoTX2Dkg7Ak2inwA	1950	King Princess	258916	127	55	14	-2
130	7ycWLEP1GsNjVvcjawXz3z	Praise The Lord (Da Shine) (feat. Skepta)	A$AP Rocky	258581	112	45	28	-18
131	2XWjPtKdi5sucFYtVav07d	365	Zedd	258549	78	7	37	-53
132	09IStsImFySgyp0pIQdqAc	The Middle	Zedd	256820	114	44	13	-18
133	3CA9pLiwRIGtUBiMjbZmRw	Nice For What	Drake	255497	122	37	22	-11
134	6eYbHXkYM5m3Eg6WJzU3NW	Good Lord	Birds Of Tokyo	253273	nan	1	134	new
135	507tQXutCPYNFkpOq8tmKF	Don't Worry Bout Me	Zara Larsson	248917	nan	1	135	new
136	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	248573	131	105	1	-5
137	4e4fqjx0Izh4svvTef1z7e	Meant to Be (feat. Florida Georgia Line)	Bebe Rexha	248405	124	41	54	-13
138	7BKLCZ1jbUBVqRi2FVlTVw	Closer	The Chainsmokers	247599	129	118	3	-9
139	3E7dfMvvCLUddWissuqMwr	Party In The U.S.A.	Miley Cyrus	247439	149	24	138	10
140	4OxyYXWVqfqkLIwzffmbLS	Nobody's Home	Mallrat	247250	121	6	82	-19
141	42bbDWZ8WmXTH7PkYAlGLu	Hold My Girl	George Ezra	246270	137	6	137	-4
142	4S8d14HvHb70ImctNgVzQQ	I Love It (& Lil Pump)	Kanye West	245673	126	30	1	-16
143	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	243548	132	109	7	-11
144	0TlLq3lA83rQOYtrqBqSct	Nonstop	Drake	241602	123	37	27	-21
145	73FebDuELlAEinHw1xWJCZ	I'll Be There	Jess Glynne	240225	130	25	40	-15
146	0NJp8GyCOWnQh71xKSPfuV	Freaky	Tory Lanez	235414	188	2	146	42
147	7nGuT0EfqQ1TXcADEKwB6Q	Day Drunk	Morgan Evans	233695	135	25	38	-12
148	1WxBOq403HQ8kHbX1e3M7s	Waves	Dean Lewis	232380	104	2	104	-44
149	2qfEcCkEo5NscA9GL7ER72	Nobody	Martin Jensen	232350	164	2	149	15
150	2fuCquhmrzHpu5xcA1ci9x	Under Pressure - Remastered	Queen	232036	136	22	67	-14
151	6GzApXoBQiiAjak3tOQfV3	Lie To Me (feat. Julia Michaels)	5 Seconds of Summer	230159	118	12	51	-33
152	2RttW7RAu5nOAfq6YFvApB	Happier	Ed Sheeran	230080	148	108	8	-4
153	42fw0rxRO2xbesF6mJfd4Y	Tequila	Dan + Shay	229235	134	8	128	-19
154	0pqnGHJpmpxLKifKRmU6WP	Believer	Imagine Dragons	227739	147	36	99	-7
155	1zB4vmk8tFRmM9UULNzbLB	Thunder	Imagine Dragons	227472	140	37	93	-15
156	6JqpFboOH2bq9pzaYbkKBn	R.I.P. (feat. Rita Ora & Anitta)	Sofia Reyes	226336	55	3	55	-101
157	1mXVgsBdtIVeCLJnSnmtdV	Too Good At Goodbyes	Sam Smith	226135	145	73	4	-12
158	13ZyrkCDmRz5xY3seuAWYk	Hear Me Calling	Juice WRLD	222636	115	4	53	-43
159	0jAfdqv18goRTUxm3ilRjb	Startender (feat. Offset and Tyga)	A Boogie Wit da Hoodie	220372	144	14	90	-15
160	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	219847	161	111	15	1
161	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	219544	155	84	3	-6
162	6tB4XVKceo2307SSWXaO0y	Just Friends	Hayden James	219262	142	37	31	-20
163	7Ay6DFK9fvEEjLoy411wh6	Lose Yourself - Soundtrack Version	Eminem	217815	158	10	104	-5
164	7yq4Qj7cqayVTp3FF9CWbm	Riptide	Vance Joy	216137	157	117	89	-7
165	2G1tXoGBaEMJ7FKGnkf6ud	Wake Up in the Sky	Gucci Mane	214358	146	17	91	-19
166	14mHfNsSHN0FbLftyjrV9g	Leave Me Alone	Flipp Dinero	214256	154	21	66	-12
167	39LmTF9RgyakzSYX8txrow	imagine	Ariana Grande	213579	139	8	21	-28
168	7AFASza1mXqntmGtbxXprO	changes	XXXTENTACION	213027	162	54	13	-6
169	0FQhAHyHGsrbSHvDURmFPn	my boy	Billie Eilish	212961	181	4	164	12
170	5WtfUKzXircvW8l5aaVZWT	What A Time (feat. Niall Horan)	Julia Michaels	212194	169	7	121	-1
171	3S0OXQeoh0w6AY8WQVckRW	I'm Yours	Jason Mraz	211535	nan	65	87	re-enter
172	58q2HKrzhC3ozto2nDdN4z	I Like It	Cardi B	210890	152	52	12	-20
173	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	210658	165	99	1	-8
