position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	3HVWdVOQ0ZA45FuZGSfvns	I Don't Care (with Justin Bieber)	Ed Sheeran	1649999	1	6	1	0
2	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	1565540	2	12	1	0
3	6u7jPi22kF8CTQ3rb9DHE7	Old Town Road (feat. Billy Ray Cyrus) - Remix	Lil Nas X	1353941	3	11	2	0
4	7qEHsqek33rTcFNT9PFqLf	Someone You Loved	Lewis Capaldi	1234597	4	5	4	0
5	29fRTIKsJhLUJoldM89GZS	You Need To Calm Down	Taylor Swift	1226554	nan	1	5	new
6	7FEwp8BavoEVE3AnxJDchc	No Guidance (feat. Drake)	Chris Brown	1142065	18	2	6	12
7	5PYQUBXc7NYeI1obMKSJK0	Never Really Over	Katy Perry	1094985	12	3	7	5
8	543bCW2ruMPmxUBWirQ3MR	Cross Me (feat. Chance the Rapper & PnB Rock)	Ed Sheeran	1063185	6	4	6	-2
9	6LsAAHotRLMOHfCsSfYCsz	If I Can't Have You	Shawn Mendes	1037357	5	7	4	-4
10	5ry2OE6R2zPQFDO85XkgRb	Money In The Grave (Drake ft. Rick Ross)	Drake	976551	nan	1	10	new
11	4tNXntkAzQ5A2dfYRYGIIQ	Easier	5 Seconds of Summer	950483	7	4	7	-4
12	22vgEDb5hykfaTwLuskFGD	Sucker	Jonas Brothers	872170	8	2	8	-4
13	5hVghJ4KaYES3BFUATCYn0	EARFQUAKE	Tyler, The Creator	863040	9	5	8	-4
14	1DFD5Fotzgn6yYXkYsKiGs	Piece Of Your Heart	MEDUZA	858123	20	7	14	6
15	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	848720	13	25	1	-2
16	1tNJrcVe6gwLEiZCtprs1u	3 Nights	Dominic Fike	840102	11	25	4	-5
17	7DcvwMAiqKJQD1rrdfxSDx	The London (feat. J. Cole & Travis Scott)	Young Thug	824093	14	4	10	-3
