position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	14msK75pk3pA33pzPVNtBF	7 rings	Ariana Grande	3031760	nan	1	1	new
2	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	2072206	1	6	1	-1
3	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	1812251	2	5	2	-1
4	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	1667411	3	16	1	-1
5	25sgk305KZfyuqVBQIahim	Sweet but Psycho	Ava Max	1440021	4	17	4	-1
6	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	1409139	5	12	1	-1
7	6Qs4SXO9dwPj5GKvVOv8Ki	Dancing With A Stranger (with Normani)	Sam Smith	1359987	9	2	7	2
8	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	1209972	6	7	4	-2
9	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1004930	7	25	7	-2
10	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	976123	8	13	6	-2
11	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	959417	10	27	3	-1
12	27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	Mark Ronson	943701	12	8	5	0
13	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	942586	11	23	2	-2
14	5itOtNx0WxtJmi1TQ3RuRd	Giant (with Rag'n'Bone Man)	Calvin Harris	938056	28	2	14	14
15	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	903322	13	25	12	-2
16	5JEx7HbmvHQQswJCsoo9rA	Close To Me (with Diplo) (feat. Swae Lee)	Ellie Goulding	874059	18	13	15	2
17	7wFybC8jBH3zE139OpCtpG	Lost in the Fire	Gesaffelstein	866663	22	2	17	5
18	03Pg5wDlaYAZlTNLeAfl2r	Leave Me Lonely	Hilltop Hoods	854839	15	9	15	-3
19	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	848271	20	12	19	1
