position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	14msK75pk3pA33pzPVNtBF	7 rings	Ariana Grande	2815242	1	2	1	0
2	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1990507	2	7	1	0
3	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	1763139	3	6	2	0
4	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	1544920	4	17	1	0
5	6Qs4SXO9dwPj5GKvVOv8Ki	Dancing With A Stranger (with Normani)	Sam Smith	1374096	7	3	5	2
6	25sgk305KZfyuqVBQIahim	Sweet but Psycho	Ava Max	1316772	5	18	4	-1
7	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	1211123	6	13	1	-1
8	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1153497	9	26	7	1
9	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	1142801	8	8	4	-1
10	7to68V64Cu6zk0UDo5tyw3	Confidence	Ocean Alley	1036882	97	13	10	87
11	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	1024888	nan	1	11	new
12	27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	Mark Ronson	967885	12	9	5	0
13	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	938762	10	14	6	-3
14	03Pg5wDlaYAZlTNLeAfl2r	Leave Me Lonely	Hilltop Hoods	921822	18	10	14	4
15	3EPXxR3ImUwfayaurPi3cm	Be Alright	Dean Lewis	901605	20	31	1	5
16	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	898306	11	28	3	-5
17	5itOtNx0WxtJmi1TQ3RuRd	Giant (with Rag'n'Bone Man)	Calvin Harris	896220	14	3	14	-3
18	0TBFJanfWaByPIi3f7RR82	Waiting	KIAN	884147	21	9	16	3
19	14JzyD6FlBD5z0wV5P07YI	when the party's over	Billie Eilish	871760	25	16	2	6
20	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	863689	13	24	2	-7
21	2BkyYZmU4JuWW2sYi9EzpC	7 Minutes	Dean Lewis	860275	29	2	21	8
22	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	823980	15	26	12	-7
23	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	814688	22	17	5	-1
24	5JEx7HbmvHQQswJCsoo9rA	Close To Me (with Diplo) (feat. Swae Lee)	Ellie Goulding	811212	16	14	15	-8
25	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	791887	19	13	19	-6
26	1tNJrcVe6gwLEiZCtprs1u	3 Nights	Dominic Fike	754125	48	5	26	22
27	2iUXsYOEPhVqEBwsqP70rE	Youngblood	5 Seconds of Summer	735379	23	33	1	-4
28	4BiiOzZCrXEzHRLYcYFiD5	Hope	The Chainsmokers	731391	27	7	27	-1
29	05mAIVLkIWc2d1UBYZBCp8	1999	Charli XCX	721622	24	17	13	-5
30	5Fla3zyOCcIRqrDoKLU0DP	Let You Love Me	Rita Ora	694166	26	10	15	-4
31	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	689228	34	40	1	3
32	7wFybC8jBH3zE139OpCtpG	Lost in the Fire	Gesaffelstein	683854	17	3	17	-15
33	2RSHsoi04658QL5xgQVov3	Bad Liar	Imagine Dragons	678227	28	12	14	-5
34	5600nq7TiBraBX2jobyJ3l	Swan Song	Dua Lipa	649761	nan	1	34	new
35	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	Dynoro	644524	31	28	8	-4
36	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	643620	32	9	28	-4
37	3id2EVGKc3eFAMn9nFnB0r	Love Someone	Lukas Graham	608243	35	14	26	-2
38	3Ol2xnObFdKV9pmRD2t9x8	Look Back at It	A Boogie Wit da Hoodie	605747	38	5	38	0
39	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	Kodak Black	595884	30	7	20	-9
40	70TEuKwiK0bd5phEQkbvT4	Soaked	Bene	595333	54	8	40	14
41	5tAa8Uaqr4VvA3693mbIhU	Ruin My Life	Zara Larsson	592897	33	15	20	-8
42	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	588915	37	24	5	-5
43	1NJcg626wLln4pGHpiV7mf	lovely	Billie Eilish	582878	47	8	41	4
