position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	1792344	1	8	1	0
2	72Q0FQQo32KJloivv5xge2	I'm the One	DJ Khaled	1372290	2	2	2	0
3	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	1153049	3	10	1	0
4	6EpRaXYhGOB3fj4V2uDkMJ	Strip That Down	Liam Payne	1066574	10	3	4	6
5	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	953604	4	22	1	-1
6	79cuOz3SPQTuFrp8WgftAu	There's Nothing Holdin' Me Back	Shawn Mendes	919289	6	7	6	0
7	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	902125	9	7	7	2
8	2habSXqcJGExM6JJyskY7O	Malibu	Miley Cyrus	893645	5	4	5	-3
9	1x5sYLZiu9r5E43kMlt9f8	Symphony (feat. Zara Larsson)	Clean Bandit	888174	7	12	4	-2
10	167NczpNbRF7oWakJaY3Hh	Slow Hands	Niall Horan	831446	12	5	10	2
11	7i2DJ88J7jQ8K7zqFX2fW8	Now Or Never	Halsey	825533	nan	1	11	new
12	4xlrALxuaCf9yZBHJeTSG6	Mama	Jonas Blue	804702	25	5	12	13
13	1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	Maggie Lindemann	786728	21	9	13	8
14	0afhq8XCExXpqazXczTSve	Galway Girl	Ed Sheeran	785694	8	14	2	-6
15	1louJpMmzEicAn7lzDalPW	No Promises (feat. Demi Lovato)	Cheat Codes	774016	13	10	13	-2
16	0dA2Mk56wEzDgegdC6R17g	Stay (with Alessia Cara)	Zedd	763999	11	15	3	-5
17	6jA8HL9i4QGzsj6fjoxp8Y	There for You	Martin Garrix	732173	41	2	17	24
18	6RUKPb4LETWmmr3iAEQktW	Something Just Like This	The Chainsmokers	719860	18	16	2	0
19	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	Jason Derulo	714516	15	15	15	-4
20	1sCxVKWImDZSZKvG0U9B23	Bad Liar	Selena Gomez	682630	22	3	14	2
21	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	682103	27	17	21	6
22	7hDc8b7IXETo14hHIHdnhd	Passionfruit	Drake	676341	16	12	2	-6
23	6gpcs5eMhJwax4mIfKDYQk	Slide (feat. Frank Ocean & Migos)	Calvin Harris	672322	19	2	19	-4
24	2eMwDehkIC1j68U6FA3Eiq	XO TOUR Llif3	Lil Uzi Vert	655987	31	10	24	7
25	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	649787	20	22	6	-5
26	56lBX2WHqfGuoeZxZvUnVj	Thunder	Imagine Dragons	644252	33	2	26	7
27	3rOSwuTsUlJp0Pu0MkN8r8	Mask Off	Future	639557	14	14	9	-13
28	64xJ1MMFxxK6osZxJH857T	Waves	Dean Lewis	619301	28	9	18	0
29	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	615073	24	5	23	-5
30	6SlJooJullmwjBsrnRNROA	Moments (feat. Gavin James)	Bliss n Eso	601223	32	10	25	2
