position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	37572118	1	12	1	0
2	1OAh8uOEOvTDqkKFsKksCi	Wild Thoughts (feat. Rihanna & Bryson Tiller)	DJ Khaled	29984654	2	5	2	0
3	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	25692670	5	2	3	2
4	3RXkboS74UYzN14xTqzPyY			25442248	nan	1	4	new
5	3DXncPQOG4VBw3QHh3S817	I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)	DJ Khaled	25431396	3	8	2	-2
6	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	24838260	9	3	6	3
7	5bcTCxgc7xVfSaMV3RuVke	Feels (feat. Pharrell Williams, Katy Perry & Big Sean)	Calvin Harris	22786240	7	4	7	0
8	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	22479630	6	26	1	-2
9	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	21850493	8	11	6	-1
10	4JAyIDXOqNM6qHuZML01uX			20049646	nan	1	10	new
11	6EpRaXYhGOB3fj4V2uDkMJ	Strip That Down	Liam Payne	19967811	11	7	9	0
12	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	19517546	10	9	8	-2
13	0NiXXAI876aGImAd6rTj8w	Mama	Jonas Blue	18939901	12	2	12	-1
14	79cuOz3SPQTuFrp8WgftAu	There's Nothing Holdin' Me Back	Shawn Mendes	17625164	13	11	5	-1
15	2eMwDehkIC1j68U6FA3Eiq	XO TOUR Llif3	Lil Uzi Vert	17542790	14	15	11	-1
16	4aWmUDTfIPGksMNLV2rQP2	Despacito (Featuring Daddy Yankee)	Luis Fonsi	15932537	15	25	4	-1
17	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	Jason Derulo	15357054	17	19	8	0
18	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	15154447	18	14	1	0
19	6RUKPb4LETWmmr3iAEQktW	Something Just Like This	The Chainsmokers	15128464	16	20	2	-3
20	4q8PHoRsPUB52LFylX8Ulz	More Than You Know	Axwell /\ Ingrosso	14682942	21	6	20	1
21	0qYTZCo5Bwh1nsUFGZP3zn	Felices los 4	Maluma	14363354	23	11	17	2
22	6jA8HL9i4QGzsj6fjoxp8Y	There for You	Martin Garrix	14359365	19	6	18	-3
23	25C5CowdsfXld2jJanbiex	Sorry Not Sorry	Demi Lovato	14201512	122	2	23	99
24	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	13672036	25	24	20	1
25	0CcQNd8CINkwQfe1RDtGV6	Believer	Imagine Dragons	13614930	22	21	16	-3
26	6De0lHrwBfPfrhorm9q1Xl	Me Rehúso	Danny Ocean	13499502	27	20	26	1
27	7tr2za8SQg2CI8EDgrdtNl	Slide (feat. Frank Ocean & Migos)	Calvin Harris	13284581	20	17	13	-7
28	1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	Maggie Lindemann	13281796	26	14	25	-2
29	5EnYT6F7wEcdege6mDHEfO	Signs	Drake	13206746	24	2	24	-5
30	3eFJqPe8VUYrABbFjSauuj			12964826	nan	1	30	new
31	3Ytr1SUCUi6J3L9dRFx5iH	Know No Better (feat. Travis Scott, Camila Cabello & Quavo)	Major Lazer	12469995	33	6	31	2
