position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	7wGoVu4Dady5GV0Sv4UIsx	rockstar	Post Malone	45176611	nan	1	1	new
2	2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	25035207	2	14	2	0
3	0mel2N9Ws9r4yLQn5QE21Y	Too Good At Goodbyes - Edit	Sam Smith	23400162	3	5	1	0
4	1j4kHkkpqZRBwE0A4CN4Yv	Dusk Till Dawn - Radio Edit	ZAYN	22568652	4	5	4	0
5	0ofbQMrRDsUaVKq2mGLEAb	Havana	Camila Cabello	22032273	5	10	5	0
6	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	21168832	6	22	5	0
7	4mxWSdf71VFO52qFeY0fZt	What Lovers Do (feat. SZA)	Maroon 5	19275651	11	6	7	4
8	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	18862800	8	9	8	0
9	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	18509169	7	15	1	-2
10	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	18075233	17	30	7	7
11	6uFsE1JgZ20EXyU0JQZbUR	Look What You Made Me Do	Taylor Swift	16869269	9	7	1	-2
12	3m660poUr1chesgkkjQM7P	Sorry Not Sorry	Demi Lovato	16029077	10	2	10	-2
13	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	15911570	12	14	3	-1
14	7nZmah2llfvLDiUjm0kiyz	Friends (with BloodPop®)	Justin Bieber	15143908	13	8	2	-1
15	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	15050217	16	21	8	1
16	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	15004912	19	16	16	3
17	0CokSRCu5hZgPxcZBaEzVE	Glorious (feat. Skylar Grey)	Macklemore	14933305	14	3	14	-3
18	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	14839426	18	38	1	0
19	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	14825919	41	3	19	22
20	7fwXWKdDNI5IutOMc5OKYw	Mi Gente (feat. Beyoncé)	J Balvin	14558470	15	2	15	-5
21	7m9OqQk4RVRkw9JJdeAw96	Jocelyn Flores	XXXTENTACION	14331319	20	7	15	-1
22	7GX5flRQZVHRAGd6B4TmDO	XO Tour Llif3	Lil Uzi Vert	14154736	22	7	10	0
23	2771LMNxwf62FTAdpJMQfM	Bodak Yellow	Cardi B	13499177	21	11	21	-2
24	2fQrGHiQOvpL9UgPvtYy6G	Bank Account	21 Savage	12779603	25	3	23	1
25	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	12547174	27	36	20	2
26	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	12392662	24	23	6	-2
27	5bcTCxgc7xVfSaMV3RuVke	Feels (feat. Pharrell Williams, Katy Perry & Big Sean)	Calvin Harris	12307881	23	16	5	-4
28	0Zbbxnx4SGGHoIow4PpISP	Stargazing	Kygo	12070085	46	3	28	18
29	2OALaHcDdKkjYEpAr0Qzab	Lonely Together (feat. Rita Ora)	Avicii	11708555	39	9	29	10
30	6QgjcU0zLnzq5OrUoSZ3OK	Feel It Still	Portugal. The Man	11538659	37	13	30	7
31	6De0lHrwBfPfrhorm9q1Xl	Me Rehúso	Danny Ocean	11451870	33	32	20	2
32	6WbADFqMvR8N5u0BvtsWQE	Without You (feat. Sandro Cavazza)	Avicii	11242698	26	9	21	-6
33	3PEgB3fkiojxms35ntsTgs	More Than You Know	Axwell /\ Ingrosso	11182659	32	11	15	-1
34	43ZyHQITOjhciSUUNPVRHc	Gucci Gang	Lil Pump	11048137	nan	1	34	new
35	7F9vK8hNFMml4GtHsaXui6	Back to You (feat. Bebe Rexha & Digital Farm Animals)	Louis Tomlinson	10982506	28	12	15	-7
