position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	7wGoVu4Dady5GV0Sv4UIsx	rockstar	Post Malone	46995997	1	2	1	0
2	2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	25572090	2	15	2	0
3	0ofbQMrRDsUaVKq2mGLEAb	Havana	Camila Cabello	24163050	5	11	3	2
4	1j4kHkkpqZRBwE0A4CN4Yv	Dusk Till Dawn - Radio Edit	ZAYN	22264547	4	6	4	0
5	0mel2N9Ws9r4yLQn5QE21Y	Too Good At Goodbyes - Edit	Sam Smith	22121442	3	6	1	-2
6	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	20983737	6	23	5	0
7	4mxWSdf71VFO52qFeY0fZt	What Lovers Do (feat. SZA)	Maroon 5	19996472	7	7	7	0
8	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	19573203	10	31	7	2
9	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	19345893	8	10	8	-1
10	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	17275021	9	16	1	-1
11	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	16152590	19	4	11	8
12	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	15763054	16	17	12	4
13	3m660poUr1chesgkkjQM7P	Sorry Not Sorry	Demi Lovato	15678957	12	3	10	-1
14	6uFsE1JgZ20EXyU0JQZbUR	Look What You Made Me Do	Taylor Swift	15290132	11	8	1	-3
15	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	15188131	13	15	3	-2
16	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	15000222	15	22	8	-1
17	0CokSRCu5hZgPxcZBaEzVE	Glorious (feat. Skylar Grey)	Macklemore	14901438	17	4	14	0
18	0Qh38w01QRXK6KHIv0e3hb	What About Us	P!nk	14750631	nan	1	18	new
19	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	14621765	18	39	1	-1
20	7nZmah2llfvLDiUjm0kiyz	Friends (with BloodPop®)	Justin Bieber	14351687	14	9	2	-6
21	7GX5flRQZVHRAGd6B4TmDO	XO Tour Llif3	Lil Uzi Vert	13793843	22	8	10	1
22	6QgjcU0zLnzq5OrUoSZ3OK	Feel It Still	Portugal. The Man	13563817	30	14	22	8
23	7fwXWKdDNI5IutOMc5OKYw	Mi Gente (feat. Beyoncé)	J Balvin	13496173	20	3	15	-3
24	7m9OqQk4RVRkw9JJdeAw96	Jocelyn Flores	XXXTENTACION	13436822	21	8	15	-3
25	2fQrGHiQOvpL9UgPvtYy6G	Bank Account	21 Savage	13186615	24	4	23	-1
26	6mrKP2jyIQmM0rw6fQryjr	Let You Down	NF	12735437	nan	1	26	new
