position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	4Sib57MmYGJzSvkW84jTwh	ME! (feat. Brendon Urie of Panic! At The Disco)	Taylor Swift	13813505	nan	1	1	new
2	6u7jPi22kF8CTQ3rb9DHE7	Old Town Road (feat. Billy Ray Cyrus) - Remix	Lil Nas X	11722976	1	4	1	-1
3	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	10061020	2	5	1	-1
4	53CJANUxooaqGOtdsBTh7O	Old Town Road	Lil Nas X	7862873	3	7	2	-1
5	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	7716073	4	18	1	-1
6	6TqXcAFInzjp0bODyvrWEq	Talk (feat. Disclosure)	Khalid	6908184	7	4	6	1
7	3XiNC94b4Tq1xwv70sQJGN	Sanguine Paradise	Lil Uzi Vert	6726365	6	4	6	-1
8	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	6697172	5	15	1	-3
9	1wJRveJZLSb1rjhnUHQiv6	Swervin (feat. 6ix9ine)	A Boogie Wit da Hoodie	6265369	8	19	7	-1
10	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	5667287	10	19	2	0
11	7eBqSVxrzQZtK2mmgRG6lC	Murder On My Mind	YNW Melly	5439653	11	32	4	0
12	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	5432444	9	22	2	-3
13	6ocbgoVGwYJhOv1GgI9NsF	7 rings	Ariana Grande	5327808	12	12	1	-1
14	4HFpIAtiojlAuYNmITpYGn	Truth Hurts	Lizzo	5165773	nan	1	14	new
15	4SSnFejRGlZikf02HLewEF	bury a friend	Billie Eilish	5034447	14	5	4	-1
16	5KawlOMHjWeUjQtnuRs22c	Boy With Luv (feat. Halsey)	BTS	4861268	13	3	4	-3
17	43zdsphuZLzwA9k4DJhU0I	when the party's over	Billie Eilish	4860924	17	5	5	0
18	63cd4JkwGgYJrbOizbfmsp	Pure Water (with Migos)	Mustard	4834907	18	15	13	0
19	4y3OI86AEP6PQoDE6olYhO	Sucker	Jonas Brothers	4714790	16	9	1	-3
20	3Fj47GNK2kUF0uaEDgXLaD	wish you were gay	Billie Eilish	4637510	15	5	3	-5
21	6Hj9jySrnFppAI0sEMCZpJ	Robbery	Juice WRLD	4551566	20	8	3	-1
22	4NN6N5TxBO5k9uqu0W4gfQ	Floating (feat. 21 Savage)	ScHoolboy Q	4461670	nan	1	22	new
23	6vWEAOUSxohKxhp0K1BsxL	Mixed Personalities (feat. Kanye West)	YNW Melly	4295794	19	15	12	-4
24	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	4205827	23	27	10	-1
25	6nDKrPlXdpomGBgAlO7UdP	SOS	Avicii	4201000	22	3	11	-3
26	05t7JMip6JrLuSrMV5yYjX	Envy Me	Calboy	4184610	24	18	24	-2
27	5AjINjwKyRvQJhSe2zpPHi	Pop Out (feat. Lil Tjay)	Polo G	4073247	39	6	27	12
28	78QR3Wp35dqAhFEc2qAGjE	Drip Too Hard (Lil Baby & Gunna)	Lil Baby	4067579	26	30	1	-2
29	1ThmUihH9dF8EV08ku5AXN	Faucet Failure	Ski Mask The Slump God	4019219	27	21	27	-2
