position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	1kBbgxAUc4HQv7cgIayIDH	Ransom	Lil Tecca	12771301	1	8	1	0
2	6v3KW9xbzN5yKLt9YKDYA2	Señorita	Shawn Mendes	8459850	3	3	2	1
3	5qmq61DAAOUaW8AUo8xKhh	Truth Hurts	Lizzo	8193079	4	15	3	1
4	6vBdBCoOhKHiYDDOcorfNo	Goodbyes (Feat. Young Thug)	Post Malone	7963070	5	6	1	1
5	5ry2OE6R2zPQFDO85XkgRb	Money In The Grave (Drake ft. Rick Ross)	Drake	7904388	6	9	1	1
6	6XHVuErjQ4XNm6nDPVCxVX	No Guidance (feat. Drake)	Chris Brown	7607038	7	7	6	1
7	0Ryd8975WihbObpp5cPW1t	boyfriend (with Social House)	Ariana Grande	7291233	2	2	2	-5
8	5N1o6d8zGcSZSeMFkOUQOk	Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)	Megan Thee Stallion	6757929	nan	1	8	new
9	6fTt0CH2t0mdeB2N9XFG5r	Panini	Lil Nas X	6404244	8	8	2	-1
10	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	5894758	9	33	1	-1
11	2gwkD6igEhQbDQegRCcdoB	Suge	DaBaby	5406529	11	20	4	0
12	7DcvwMAiqKJQD1rrdfxSDx	The London (feat. J. Cole & Travis Scott)	Young Thug	5344644	12	12	1	0
13	70eFcWOvlMObDhURTqT4Fv	Beautiful People (feat. Khalid)	Ed Sheeran	5190146	10	5	6	-3
14	6b2RcmUt1g9N9mQ3CbjX2Y	How Do You Sleep?	Sam Smith	5128439	13	4	10	-1
15	51Fjme0JiitpyXKuyQiCDo	Lalala	Y2K	4967758	14	7	12	-1
16	7qEHsqek33rTcFNT9PFqLf	Someone You Loved	Lewis Capaldi	4758183	18	13	16	2
17	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	4664309	15	20	1	-2
18	6uFn47ACjqYkc0jADwEdj1	Pop Out (feat. Lil Tjay)	Polo G	4311972	17	10	8	-1
19	2YpeDb67231RjR0MgVLzsG	Old Town Road - Remix	Lil Nas X	4213270	16	3	16	-3
20	67XyC1GdSkKb9sbRRkUDXS	Shotta Flow (Feat. Blueface) [Remix]	NLE Choppa	4045566	20	7	20	0
21	2nKYHpmwjLaEOXS3o7QMiz	Baby	Quality Control	4039157	23	4	21	2
22	6TqXcAFInzjp0bODyvrWEq	Talk (feat. Disclosure)	Khalid	4030261	19	19	6	-3
23	0hVXuCcriWRGvwMV1r5Yn9	I Don't Care (with Justin Bieber)	Ed Sheeran	3900771	21	5	9	-2
24	7Aem1fAapTdGcHwAYyQYU4	Love Me	Lil Tecca	3729807	46	2	24	22
25	6uAm7pG66O1XesXS9bpHSF	Good As Hell	Lizzo	3654762	26	9	25	1
26	6moU77g9RQyMzHNuKEaQKq	It's You	Ali Gatie	3625813	28	9	17	2
27	2ksOAxtIxY8yElEWw8RhgK	China	Anuel AA	3618770	25	4	25	-2
28	4a6q8CR2hzLk2plDkSxkfD	I.F.L.Y.	Bazzi	3542170	nan	1	28	new
29	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	3404936	33	30	1	4
30	5hVghJ4KaYES3BFUATCYn0	EARFQUAKE	Tyler, The Creator	3337475	29	13	1	-1
31	4NmE2ytXI8S2svTRSmEdpO	Small Talk	Katy Perry	3330700	nan	1	31	new
32	2bT1PH7Cw3J9p3t7nlXCdh	If I Can't Have You	Shawn Mendes	3298916	34	3	32	2
33	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	3298420	35	34	2	2
34	4hPpVbbakQNv8YTHYaOJP4	One Thing Right	Marshmello	3263705	22	8	15	-12
35	6wo37KVqFJhtuxPTpLCcfe	Takeaway (feat. Lennon Stella)	The Chainsmokers	3201486	32	3	18	-3
36	3yNZ5r3LKfdmjoS3gkhUCT	bad guy (with Justin Bieber)	Billie Eilish	3195894	27	5	11	-9
37	3XiNC94b4Tq1xwv70sQJGN	Sanguine Paradise	Lil Uzi Vert	3157786	38	19	6	1
38	00ko9WaS4jOX1kEk3gvHjf	Hot Shower	Chance the Rapper	3069424	24	3	10	-14
39	1kK6DwzyXJSp58u5HYWwuD	Go Loko (feat. Tyga, Jon Z)	YG	3057334	37	12	17	-2
40	1wJRveJZLSb1rjhnUHQiv6	Swervin (feat. 6ix9ine)	A Boogie Wit da Hoodie	3037563	42	34	7	2
41	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	2978113	44	37	2	3
42	29fRTIKsJhLUJoldM89GZS	You Need To Calm Down	Taylor Swift	2963127	43	9	2	1
43	2TH65lNHgvLxCKXM3apjxI	Callaita	Bad Bunny	2960468	41	11	41	-2
44	5KBARWIxeMGkvUax9VtVC9	My Type	Saweetie	2922775	61	6	44	17
45	2KEux6D75xjj6fdabXpeAu	Mac 10	Trippie Redd	2896793	nan	1	45	new
46	22vgEDb5hykfaTwLuskFGD	Sucker	Jonas Brothers	2859077	50	10	10	4
47	2zjGJ0dChMR0KxBZS15aqo	Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)	Mustard	2855829	39	7	34	-8
48	1usK5eLBzpQTMwDt8SR2dr	Snake Skin	Trippie Redd	2843258	nan	1	48	new
49	1gZFRYcPz3wKevEaNYRwfW	Time - Edit	NF	2829700	47	3	47	-2
50	6ocbgoVGwYJhOv1GgI9NsF	7 rings	Ariana Grande	2821007	45	27	1	-5
51	4ak7xjvBeBOcJGWFDX9w5n	Rodeo	Lil Nas X	2796249	40	8	9	-11
52	10hMM5nsZQf66ldBlgWBfG	All For Us - from the HBO Original Series Euphoria	Labrinth	2762297	nan	1	52	new
53	322tcqPhma7F6hfCeLisx0	fuck, i'm lonely	Lauv	2725534	31	2	31	-22
54	1qtHdSxiavDgUPZgpGqehx	!	Trippie Redd	2713826	nan	1	54	new
55	78QR3Wp35dqAhFEc2qAGjE	Drip Too Hard (Lil Baby & Gunna)	Lil Baby	2699423	51	45	1	-4
56	5dW1VZPcFqB4n0P08rGDgm	The Git Up	Blanco Brown	2673732	36	9	34	-20
57	0Rx0DJI556Ix5gBny6EWmn	Paradise	Bazzi	2664517	nan	1	57	new
58	5rU6kDNXZLXIinFezpbWbO	Tap (feat. Meek Mill)	NAV	2614564	53	15	50	-5
59	0yYwS7CXKIPC4kWPvZQfsT	No Way!	Bazzi	2589872	nan	1	59	new
