position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	7wGoVu4Dady5GV0Sv4UIsx	rockstar	Post Malone	14517200	1	6	1	0
2	43ZyHQITOjhciSUUNPVRHc	Gucci Gang	Lil Pump	10321915	2	6	2	0
3	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	7815246	5	9	2	2
4	0ofbQMrRDsUaVKq2mGLEAb	Havana	Camila Cabello	7794699	4	15	4	0
5	1mXVgsBdtIVeCLJnSnmtdV	Too Good At Goodbyes	Sam Smith	7264572	3	2	3	-2
6	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	6320060	7	29	1	1
7	2Xqd0wUttjueBfdcltADOv	No Limit	G-Eazy	6298905	13	10	7	6
8	2fQrGHiQOvpL9UgPvtYy6G	Bank Account	21 Savage	6207131	6	8	3	-2
9	4dVpf9jZjcORqGTLUaeYj9	Plain Jane	A$AP Ferg	6002335	18	12	9	9
10	7sO5G9EABYOXQKNPNiE9NR	Ric Flair Drip (& Metro Boomin)	Offset	6001050	10	3	10	0
11	5b2QnYcT9rQIkhRWt4HztQ	Walk On Water (feat. Beyoncé)	Eminem	5796653	nan	1	11	new
12	3hBBKuWJfxlIlnd9QFoC8k	What Lovers Do (feat. SZA)	Maroon 5	5589167	9	2	9	-3
13	7GX5flRQZVHRAGd6B4TmDO	XO Tour Llif3	Lil Uzi Vert	5442939	16	12	2	3
14	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	5435113	12	32	6	-2
15	1YZfcVLbbJwfizR5cDOp3q	MotorSport	Migos	5399537	11	3	9	-4
16	6mrKP2jyIQmM0rw6fQryjr	Let You Down	NF	5262087	19	5	16	3
17	2771LMNxwf62FTAdpJMQfM	Bodak Yellow	Cardi B	5192031	15	17	3	-2
18	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	5144708	23	28	15	5
19	1XRgIKC5TPwo7nWGyKqgG0	I Get the Bag (feat. Migos)	Gucci Mane	5036054	17	5	7	-2
20	42CeaId2XNlxugDvyqHfDf	Candy Paint	Post Malone	5027799	25	4	20	5
21	7EmGUiUaOSGDnUUQUDrOXC	Wolves	Selena Gomez	4954378	14	4	5	-7
22	2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	4737651	20	18	20	-2
23	5u6vkDnOyaf8LsteDAj2ub	Ghostface Killers	21 Savage	4724710	8	3	8	-15
24	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	4706294	21	46	5	-3
25	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	4543318	24	14	10	-1
26	7iDa6hUg2VgEL1o1HjmfBn	Meant to Be (feat. Florida Georgia Line)	Bebe Rexha	4173573	37	10	26	11
27	7y9iMe8SOB6z3NoHE2OfXl	Bad At Love	Halsey	4155207	28	14	25	1
28	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	4147743	30	33	1	2
29	5AEtlRudpgdT5FtNiuly6Y	Let Me Go (with Alesso, Florida Georgia Line & watt)	Hailee Steinfeld	4096021	31	9	27	2
30	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	4020124	34	19	1	4
31	7m9OqQk4RVRkw9JJdeAw96	Jocelyn Flores	XXXTENTACION	3981320	32	12	3	1
32	3m660poUr1chesgkkjQM7P	Sorry Not Sorry	Demi Lovato	3955696	22	7	11	-10
33	1yxgsra98r3qAtxqiGZPiX	BUTTERFLY EFFECT	Travis Scott	3945029	35	26	9	2
34	40oKW22ZNNkEdZLJTScaQI	Roll In Peace (feat. XXXTENTACION)	Kodak Black	3741707	36	13	24	2
35	6QgjcU0zLnzq5OrUoSZ3OK	Feel It Still	Portugal. The Man	3739479	29	22	17	-6
36	6gBFPUFcJLzWGx4lenP6h2	goosebumps	Travis Scott	3731429	38	46	16	2
37	2eAZfqOm4EnOF9VvN50Tyc	The Way Life Goes (feat. Oh Wonder)	Lil Uzi Vert	3618887	27	12	8	-10
38	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	3542317	46	26	21	8
39	790MhTXPFrYkrqCKvpg4t1	Wanted You (feat. Lil Uzi Vert)	NAV	3510101	nan	1	39	new
40	7AQim7LbvFVZJE3O8TYgf2	Fuck Love (feat. Trippie Redd)	XXXTENTACION	3497331	40	12	8	0
41	152lZdxL1OR0ZMW6KquMif	Location	Khalid	3411676	41	46	9	0
42	32DGGj6KlNuBr6WaqRxpxi	How Long	Charlie Puth	3369663	39	6	39	-3
43	1f5cbQtDrykjarZVrShaDI	Drowning (feat. Kodak Black)	A Boogie Wit da Hoodie	3369482	42	7	21	-1
44	1j4kHkkpqZRBwE0A4CN4Yv	Dusk Till Dawn - Radio Edit	ZAYN	3320842	44	10	15	0
45	6PGoSes0D9eUDeeAafB2As	LOVE. FEAT. ZACARI.	Kendrick Lamar	3305844	54	31	5	9
46	6p8NuHm8uCGnn2Dtbtf7zE	Slippery (feat. Gucci Mane)	Migos	3294004	45	42	21	-1
47	4knL4iPxPOZjQzTUlELGSY	Rake It Up	Yo Gotti	3269899	43	3	37	-4
48	7DsX5K72fewVGb47qj7Tbg	Pray	Sam Smith	3234526	33	2	33	-15
49	0tDfp0vFR95Gg6Mrhza3lX	Call It What You Want	Taylor Swift	3056601	26	2	26	-23
50	5yuShbu70mtHXY0yLzCQLQ	Go Flex	Post Malone	3024395	47	46	24	-3
51	6NWl2m8asvH83xjuXVNsuG	Betrayed	Lil Xan	2894262	64	4	51	13
52	3ncgNpxLoBQ65ABk4djDyd	PICK IT UP (feat. A$AP Rocky)	Famous Dex	2687680	127	3	52	75
53	0Zbbxnx4SGGHoIow4PpISP	Stargazing	Kygo	2685047	51	8	51	-2
54	19WjVVgXjdKXfLXoaDPwTM	...Ready For It?	Taylor Swift	2658304	81	10	10	27
55	1uL78kFWxhz3umTMWJu8n5	Sauce It Up	Lil Uzi Vert	2624225	55	12	23	0
56	0CokSRCu5hZgPxcZBaEzVE	Glorious (feat. Skylar Grey)	Macklemore	2557511	52	8	20	-4
57	0CcQNd8CINkwQfe1RDtGV6	Believer	Imagine Dragons	2503567	58	38	11	1
58	0taOCiup4HNG9LmbduVlJj	Rubbin Off The Paint	YBN Nahmir	2464864	75	3	58	17
59	6uFsE1JgZ20EXyU0JQZbUR	Look What You Made Me Do	Taylor Swift	2436551	59	12	1	0
60	0UioblV1x795s55Ur58c6c	The Race	22 Savage	2423164	nan	1	60	new
61	1e1JKLEDKP7hEQzJfNAgPl	Magnolia	Playboi Carti	2396816	60	30	12	-1
62	6GNifiuBPrKFpwNBYnooFm	The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix	Lil Uzi Vert	2387925	98	2	62	36
63	25oOaleife6E2MIKmFkPvg	Relationship (feat. Future)	Young Thug	2357834	68	22	55	5
64	6HZILIRieu8S0iqY8kIKhj	DNA.	Kendrick Lamar	2338361	67	31	2	3
65	0q75NwOoFiARAVp4EXU4Bs	Love Galore (feat. Travis Scott)	SZA	2338324	66	27	24	1
66	59J5nzL1KniFHnU120dQzt	wokeuplikethis*	Playboi Carti	2334081	83	31	54	17
67	3kxfsdsCpFgN412fpnW85Y	Redbone	Childish Gambino	2321626	77	46	9	10
68	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	2316477	62	20	8	-6
69	5Gd19NupVe5X8bAqxf9Iaz	Gorgeous	Taylor Swift	2293668	88	4	6	19
70	6eT7xZZlB2mwyzJ2sUKG6w	White Iverson	Post Malone	2289809	71	46	66	1
71	7fwXWKdDNI5IutOMc5OKYw	Mi Gente (feat. Beyoncé)	J Balvin	2288178	72	7	17	1
72	1WIZiOuNO3woKfdlSK2gNn	Transportin'	Kodak Black	2287283	56	13	37	-16
73	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	2269221	80	45	1	7
74	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	2257876	69	30	16	-5
75	6H0AwSQ20mo62jGlPGB8S6	It's A Vibe	2 Chainz	2220591	76	29	41	1
76	1Qg9jWGDkKAGZXj5v2OG59	Wait	Maroon 5	2204442	nan	1	76	new
77	7mldq42yDuxiUNn08nvzHO	Body Like A Back Road	Sam Hunt	2195462	78	41	15	1
78	2vjmyyAnDUzilFYxOlTdO1	GUMMO	6ix9ine	2180860	nan	1	78	new
79	0Gux2yTMWYOlcBUNjGJu5p	Pull Up N Wreck (With Metro Boomin)	Big Sean	2171136	65	2	65	-14
80	2xmrfQpmS2iJExTlklLoAL	I Miss You (feat. Julia Michaels)	Clean Bandit	2170201	70	3	70	-10
81	69Naniu2KjKjaQOBUagE8U	Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX	Lorde	2156347	61	7	44	-20
82	4cxMGhkinTocPSVVKWIw0d	Losin Control	Russ	2146570	86	44	75	4
83	0VgkVdmE4gld66l8iyGjgx	Mask Off	Future	2138099	85	2	83	2
84	2Za1AlJNvksouPPWbXpR2X	Good Old Days (feat. Kesha)	Macklemore	2087431	82	8	70	-2
85	0tdCy39PgWN8LFWu34ORn3	Rap Saved Me	21 Savage	2084062	48	3	48	-37
86	3GVkPk8mqxz0itaAriG1L7	Everybody Dies In Their Nightmares	XXXTENTACION	2067502	92	12	15	6
87	1DRW9bQzt2SE8f7H4KJZyL	Sky Walker (feat. Travis Scott)	Miguel	2067319	109	12	87	22
88	5gx2E5aIXMRBellPZW1up5	Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)	Chris Brown	2048917	87	3	87	-1
89	2OALaHcDdKkjYEpAr0Qzab	Lonely Together (feat. Rita Ora)	Avicii	2009769	108	14	54	19
90	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	1982249	93	31	1	3
91	3ojTJaonfkL96iIWa47SU3	Questions	Chris Brown	1974707	79	3	78	-12
92	38yBBH2jacvDxrznF7h08J	Slow Hands	Niall Horan	1964838	90	4	48	-2
93	7r6LNJT2LqpLpEyZQJPygt	Patek Water	Future	1955949	95	4	31	2
94	7zVCrzzEJU7u24sbJPXA5W	What Ifs (feat. Lauren Alaina)	Kane Brown	1952407	97	24	50	3
95	4pYZLpX23Vx8rwDpJCpPTA	New Freezer (feat. Kendrick Lamar)	Rich The Kid	1951633	99	7	71	4
96	5uCax9HTNlzGybIStD3vDh	Say You Won't Let Go	James Arthur	1944208	104	46	15	8
97	0jdny0dhgjUwoIp5GkqEaA	Praying	Kesha	1926964	107	14	17	10
98	6EpRaXYhGOB3fj4V2uDkMJ	Strip That Down	Liam Payne	1919473	101	26	13	3
99	3DXncPQOG4VBw3QHh3S817	I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)	DJ Khaled	1893664	105	25	2	6
100	2EEeOnHehOozLq4aS0n6SL	iSpy (feat. Lil Yachty)	KYLE	1850354	114	46	2	14
101	6tUgfsOa8PLkoede5nOR7D	Lemon	N.E.R.D	1849412	63	2	63	-38
102	4Q3N4Ct4zCuIHuZ65E3BD4	Tunnel Vision	Kodak Black	1838954	116	39	5	14
103	30MM5jWpUmOxtTNd9Ey5LZ	Unforgettable	Thomas Rhett	1829888	110	10	38	7
104	1OAh8uOEOvTDqkKFsKksCi	Wild Thoughts (feat. Rihanna & Bryson Tiller)	DJ Khaled	1827895	111	22	2	7
105	6gU9OKjOE7ghfEd55oRO57	The Weekend	SZA	1819967	130	18	92	25
106	5uu28fUesZMl89lf9CLrgN	Feels Great (feat. Fetty Wap & CVBZ)	Cheat Codes	1817955	89	5	85	-17
107	4Km5HrUvYTaSUfiSGPJeQR	Bad and Boujee (feat. Lil Uzi Vert)	Migos	1817811	120	46	1	13
108	6SwRhMLwNqEi6alNPVG00n	LOYALTY. FEAT. RIHANNA.	Kendrick Lamar	1791289	118	31	4	10
109	2D2w9943rsnJOGCrI4aMQp	My Choppa Hate Niggas	21 Savage	1790652	49	3	49	-60
110	0SGkqnVQo9KPytSri1H6cF	Bounce Back	Big Sean	1780045	119	46	3	9
111	1wjzFQodRWrPcQ0AnYnvQ9	I Like Me Better	Lauv	1779591	121	24	30	10
112	0Qh38w01QRXK6KHIv0e3hb	What About Us	P!nk	1775701	115	5	49	3
113	4v094LQ9eF10k2O2Te2ngK	Too Much To Ask	Niall Horan	1743433	112	4	62	-1
114	7KOlJ92bu51cltsD9KU5I7	T-Shirt	Migos	1735736	123	44	6	9
115	1rsAFUCa6BVMgRQ3FCQQsi	Boss	Lil Pump	1718728	128	6	73	13
116	7floNISpH8VF4z4459Qo18	Look At Me!	XXXTENTACION	1711352	129	7	94	13
117	7y4JznkAv2W3IKw9T1o2VK	New	Daya	1699461	113	3	109	-4
118	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	1698733	124	46	3	6
119	0ESJlaM8CE1jRWaNtwSNj8	beibs in the trap	Travis Scott	1691979	125	45	97	6
120	3hmrgEKcLEQi0rlk3mJfZ7	The Plan	G-Eazy	1664163	nan	1	120	new
