position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	20017050	1	4	1	0
2	6HZILIRieu8S0iqY8kIKhj	DNA.	Kendrick Lamar	14489827	2	2	2	0
3	3rOSwuTsUlJp0Pu0MkN8r8	Mask Off	Future	10968796	6	10	2	3
4	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	10924444	44	2	4	40
5	2eMwDehkIC1j68U6FA3Eiq	XO TOUR Llif3	Lil Uzi Vert	10278300	11	5	3	6
6	1EaKU4dMbesXXd3BrLCtYG	ELEMENT.	Kendrick Lamar	9028611	3	2	3	-3
7	6PGoSes0D9eUDeeAafB2As	LOVE. FEAT. ZACARI.	Kendrick Lamar	8860544	5	2	5	-2
8	6SwRhMLwNqEi6alNPVG00n	LOYALTY. FEAT. RIHANNA.	Kendrick Lamar	8491077	4	2	4	-4
9	7hDc8b7IXETo14hHIHdnhd	Passionfruit	Drake	7912671	14	6	1	5
10	2EEeOnHehOozLq4aS0n6SL	iSpy (feat. Lil Yachty)	KYLE	7775228	16	17	2	6
11	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	7328287	18	17	3	7
12	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	7248763	17	16	1	5
13	152lZdxL1OR0ZMW6KquMif	Location	Khalid	6541716	24	17	10	11
14	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	6441196	21	17	8	7
15	0dA2Mk56wEzDgegdC6R17g	Stay (with Alessia Cara)	Zedd	6369297	25	9	12	10
16	4iYRa2btalAzPZoSYfROqF	XXX. FEAT. U2.	Kendrick Lamar	6355457	8	2	8	-8
17	4Q3N4Ct4zCuIHuZ65E3BD4	Tunnel Vision	Kodak Black	6317923	26	10	5	9
18	2bjwRfXMk4uRgOD9IBYl9h	Portland	Drake	6178232	22	6	2	4
19	4BHSjbYylfOH5WAGusDyni	YAH.	Kendrick Lamar	6016643	7	2	7	-12
20	6RUKPb4LETWmmr3iAEQktW	Something Just Like This	The Chainsmokers	5757138	23	10	2	3
21	6IZvVAP7VPPnsGX6bvgkqg	PRIDE.	Kendrick Lamar	5392632	10	2	10	-11
22	3eR23VReFzcdmS7TYCrhCe	It Ain't Me (with Selena Gomez)	Kygo	5373517	27	10	3	5
23	2LTlO3NuNVN70lp2ZbVswF	FEEL.	Kendrick Lamar	5258544	9	2	9	-14
24	7tr2za8SQg2CI8EDgrdtNl	Slide (feat. Frank Ocean & Migos)	Calvin Harris	5252771	28	9	9	4
25	06FCvd7rrRcF3DdvWH5Isp	LUST.	Kendrick Lamar	5049004	12	2	12	-13
26	1sXUWdKx03aP9Gmzft58rt	Issues	Julia Michaels	4884063	29	15	11	3
27	6gBFPUFcJLzWGx4lenP6h2	goosebumps	Travis Scott	4663237	37	17	27	10
28	0SGkqnVQo9KPytSri1H6cF	Bounce Back	Big Sean	4551469	30	17	3	2
29	7mldq42yDuxiUNn08nvzHO	Body Like A Back Road	Sam Hunt	4518276	32	12	19	3
30	7KOlJ92bu51cltsD9KU5I7	T-Shirt	Migos	4208059	34	15	6	4
31	23luOrEVHMfoX0AhfbQuS6	FEAR.	Kendrick Lamar	4174328	15	2	15	-16
32	3Q3myFA7q4Op95DOpHplaY	do re mi	blackbear	4172315	65	5	32	33
33	6Q2FftbUG530lCtBI74bMH	Drowning (feat. Kodak Black)	A Boogie Wit da Hoodie	4115947	50	6	33	17
34	5p3NP9mQblDsVJLdfNZJ3I	GOD.	Kendrick Lamar	4105155	19	2	19	-15
35	4Km5HrUvYTaSUfiSGPJeQR	Bad and Boujee (feat. Lil Uzi Vert)	Migos	4104757	35	17	1	0
36	4ARPvK8DHLwt4oX65ZAFMw	Look At Me!	XXXTENTACION	4066612	36	9	26	0
37	79cuOz3SPQTuFrp8WgftAu	There's Nothing Holdin' Me Back	Shawn Mendes	3912015	nan	1	37	new
38	5Ohxk2dO5COHF1krpoPigN	Sign of the Times	Harry Styles	3877065	33	3	16	-5
39	6mapJIPnQ23RTAevUoE0DL	Swang	Rae Sremmurd	3870009	41	17	23	2
40	0y9uTzK9cNKSAEHnpeRG8C	DUCKWORTH.	Kendrick Lamar	3866010	20	2	20	-20
41	343YBumqHu19cGoGARUTsd	Fake Love	Drake	3817814	38	17	2	-3
42	0Nhu3zSYbEz32IYiobV75e	Now Or Never	Halsey	3811391	43	3	29	1
43	6UjfByV1lDLW0SOVQA4NAi	Gyalchester	Drake	3765451	39	6	6	-4
44	2Ce5IyMlVRVvN997ZJjJJA	Selfish (feat. Rihanna)	Future	3652419	40	9	24	-4
45	72jbDTw1piOOj770jWNeaG	Paris	The Chainsmokers	3612058	31	15	4	-14
46	1n4jwRVXdkK2U34nBDUKKT	BLOOD.	Kendrick Lamar	3600504	13	2	13	-33
47	1F2HXIJrE2Xn81OzT2zZvW	Unforgettable	French Montana	3582809	57	3	47	10
48	0CcQNd8CINkwQfe1RDtGV6	Believer	Imagine Dragons	3528027	46	12	27	-2
49	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	Jason Derulo	3463872	45	8	35	-4
50	3kxfsdsCpFgN412fpnW85Y	Redbone	Childish Gambino	3321666	47	17	29	-3
51	51PIvodunv6NmX5250zxAh	The Cure	Lady Gaga	3264204	79	2	51	28
52	5LYQSNHZxEA880URXFHg6h	Lust for Life (with The Weeknd)	Lana Del Rey	3061083	nan	1	52	new
53	4aWmUDTfIPGksMNLV2rQP2	Despacito (Featuring Daddy Yankee)	Luis Fonsi	3052617	68	14	43	15
54	0wfbD5rAksdXUzRvMfM3x5	The One	The Chainsmokers	3038128	42	5	18	-12
55	6mORGLOz79w6VsCRLWYYuK	The Night We Met	Lord Huron	3023876	83	3	55	28
56	0pSBuHjILhNEo55xK1zrRt	Rolex	Ayo & Teo	3001350	48	12	37	-8
57	5uCax9HTNlzGybIStD3vDh	Say You Won't Let Go	James Arthur	2959063	55	17	15	-2
58	1Eck97uRMlprKOOJN9oO1E	Good Life (with G-Eazy & Kehlani)	G-Eazy	2939299	62	4	58	4
59	1x5sYLZiu9r5E43kMlt9f8	Symphony (feat. Zara Larsson)	Clean Bandit	2936077	54	6	48	-5
60	7BKLCZ1jbUBVqRi2FVlTVw	Closer	The Chainsmokers	2896524	49	17	4	-11
61	5NNlUMcOEOdoOIwwaWXv0k	Cold	Maroon 5	2811006	56	10	25	-5
62	5aAx2yezTd8zXrkmtKl66Z	Starboy	The Weeknd	2791493	52	17	3	-10
63	0afhq8XCExXpqazXczTSve	Galway Girl	Ed Sheeran	2786580	51	8	7	-12
64	5GXAXm5YOmYT0kL5jHvYBt	I Feel It Coming	The Weeknd	2699624	59	17	10	-5
65	3NdDpSvN911VPGivFlV5d0	"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""	ZAYN	2666764	60	17	3	-5
66	0Fv5N0cHBsl4bzCbollCAS	Moves	Big Sean	2657934	61	17	10	-5
67	3ebXMykcMXOcLeJ9xZ17XH	Scared to Be Lonely	Martin Garrix	2594237	63	13	20	-4
68	78rIJddV4X0HkNAInEcYde	Call On Me - Ryan Riback Extended Remix	Starley	2536372	64	17	24	-4
69	1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	Maggie Lindemann	2535264	70	4	69	1
70	0gbBzIqrECJOEPvQJIBFs5	Green Light	Lorde	2408583	67	8	20	-3
71	59J5nzL1KniFHnU120dQzt	wokeuplikethis*	Playboi Carti	2406414	87	2	71	16
