position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	1OmcAT5Y8eg5bUPv9qJT4R	rockstar	Post Malone	2777083	9	2	1	8
2	5OHOykHs3Ct2pgbqod8uMD	Senorita	Kay One	2318167	1	3	1	-1
3	3PEgB3fkiojxms35ntsTgs	More Than You Know	Axwell /\ Ingrosso	2027624	2	9	1	-1
4	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	1852971	3	13	2	-1
5	2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	1742541	4	10	4	-1
6	7y5chiQbuvviOYUfUmOPqo	Primo	RAF Camora	1640112	5	5	3	-1
7	0CokSRCu5hZgPxcZBaEzVE	Glorious (feat. Skylar Grey)	Macklemore	1588182	nan	1	7	new
8	1wjzFQodRWrPcQ0AnYnvQ9	I Like Me Better	Lauv	1505280	7	15	7	-1
9	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	1492393	11	7	9	2
10	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	1463684	8	12	1	-2
11	1j4kHkkpqZRBwE0A4CN4Yv	Dusk Till Dawn - Radio Edit	ZAYN	1459585	15	3	11	4
12	0ofbQMrRDsUaVKq2mGLEAb	Havana	Camila Cabello	1418139	10	7	10	-2
13	6uFsE1JgZ20EXyU0JQZbUR	Look What You Made Me Do	Taylor Swift	1395202	6	5	3	-7
14	06ieFuGkwHCOFP2cmOBmgb	Monica Bellucci	RIN	1374514	12	4	7	-2
15	1SkeK7yhwSkCUkbAG9604j	Telefon	Dardan	1304949	23	2	15	8
16	36XNdtXaPIAfhOiyKIPpWl	Kleiner Cabrón	Veysel	1257011	13	4	13	-3
17	7nZmah2llfvLDiUjm0kiyz	Friends (with BloodPop®)	Justin Bieber	1226450	14	6	7	-3
18	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	1187217	17	19	1	-1
19	6WbADFqMvR8N5u0BvtsWQE	Without You (feat. Sandro Cavazza)	Avicii	1183873	24	7	19	5
20	31MkGwj0SWgZaTvEt5Hgxv	What About Us	P!nk	1183203	21	7	18	1
21	7McVnXcGdaVAzjKpN1BWPb	Bon Voyage	Miami Yacine	1143098	19	11	5	-2
22	51WUacrCkukxCgym463uNN	Wohin willst du	Gestört aber GeiL	1129562	20	10	6	-2
23	0mel2N9Ws9r4yLQn5QE21Y	Too Good At Goodbyes - Edit	Sam Smith	1126269	18	3	18	-5
24	0NiXXAI876aGImAd6rTj8w	Mama	Jonas Blue	1088653	22	12	4	-2
25	4mxWSdf71VFO52qFeY0fZt	What Lovers Do (feat. SZA)	Maroon 5	1061781	34	4	25	9
26	6EpRaXYhGOB3fj4V2uDkMJ	Strip That Down	Liam Payne	1031986	26	19	7	0
27	3bWAqKDWg6u1davspr5IkS	OK	Robin Schulz	1025279	25	19	2	-2
28	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	1012421	40	17	28	12
29	0V9cosR5jWa4fr2koARmhD	Summer Air	ItaloBrothers	1009658	28	3	28	-1
30	7fUWZUNj5qbEuoL6K9947g	Heute mit mir	Nimo	1008103	27	16	8	-3
31	7HR5qYGKtzopXoN0CdMirL	Yakuza	Veysel	991361	33	2	31	2
32	6HxFJbQahRd5rWQ752D710	Lambo Diablo GT (feat. Nimo)	Capo	932782	30	13	18	-2
33	5Rw35kLemvSdxXmpQveQ7B	GottSeiDank	Trettmann	927804	31	3	31	-2
34	27XVTa9Eb2nO6lhhY5SbTl	Knöcheltief	Trettmann	926234	32	8	32	-2
35	4c2W3VKsOFoIg2SFaO6DY5	Your Song	Rita Ora	917213	29	18	14	-6
36	0XfOi87h82i09rQjWYG0Bm	Instruction (feat. Demi Lovato & Stefflon Don)	Jax Jones	880780	38	10	27	2
37	3aLSrx8qhssXrh5yjB6oy9	All Stars	Martin Solveig	878753	42	10	36	5
38	5cV34hcKf632Ry0avUxx5k	Bros	RIN	873462	41	4	26	3
39	5bcTCxgc7xVfSaMV3RuVke	Feels (feat. Pharrell Williams, Katy Perry & Big Sean)	Calvin Harris	855067	37	14	18	-2
40	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	852957	45	38	1	5
41	6qA8rvvkzR3z38X3FoeX32	Liebe heißt	Mert	842893	nan	1	41	new
42	2NWZiXyRdKEolP8QrjBGmp	Andere Liga	RAF Camora	842362	39	5	15	-3
43	6mw02h3qbWmuq2bJCRjRAe	Millionär	187 Strassenbande	821402	43	11	1	0
44	00xBJ1IJSkErFWuuHxLPoP	unendlichkeit - Main Edit	Cro	816745	35	3	23	-9
45	1OAh8uOEOvTDqkKFsKksCi	Wild Thoughts (feat. Rihanna & Bryson Tiller)	DJ Khaled	808173	36	15	2	-9
46	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	788482	44	23	9	-2
47	7FpW9V6XATqH6z7jhqQjlp	Olé Olé	Capital Bra	773847	48	7	47	1
48	25C5CowdsfXld2jJanbiex	Sorry Not Sorry	Demi Lovato	772791	54	11	48	6
49	607TgBgbTvP8CTgIHN0R6q	Nice Girl 2.0	Ufo361	741525	47	15	15	-2
50	1R8eM53yWnjsfiWktgObe7	Burden Down	Micar	739213	46	20	20	-4
51	2LAudGqtk1ci9zTJD3Sq9B	Rhythm n' Flouz	Celo & Abdi	667640	49	4	42	-2
52	791yvyS64nKiOFtFxRPaqD	Letzte Liebe	Prinz Pi	622584	nan	1	52	new
53	1uGERQ2DVv7j9WSsWzOHVp	Kontrollieren	RAF Camora	621095	52	5	40	-1
54	3A7qX2QjDlPnazUsRk5y0M	2U (feat. Justin Bieber)	David Guetta	603487	50	15	3	-4
55	05Mp2UJulSttxQ4E6hQPH3	Ohne mein Team	Bonez MC	601764	59	39	11	4
