position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	3301188	1	7	1	0
2	72Q0FQQo32KJloivv5xge2	I'm the One	DJ Khaled	2355083	nan	1	2	new
3	3bWAqKDWg6u1davspr5IkS	OK	Robin Schulz	2302057	46	2	3	43
4	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	Jason Derulo	2026689	3	14	2	-1
5	79cuOz3SPQTuFrp8WgftAu	There's Nothing Holdin' Me Back	Shawn Mendes	2014348	4	6	4	-1
6	4aWmUDTfIPGksMNLV2rQP2	Despacito (Featuring Daddy Yankee)	Luis Fonsi	1914715	6	19	5	0
7	56lBX2WHqfGuoeZxZvUnVj	Thunder	Imagine Dragons	1912682	nan	1	7	new
8	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	1803837	5	21	1	-3
9	1F2HXIJrE2Xn81OzT2zZvW	Unforgettable	French Montana	1782166	9	8	9	0
10	7vnEuDZTbPRu5ThYoMv7G0	Louis Louis	Kay One	1777283	31	2	10	21
11	1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	Maggie Lindemann	1753376	13	8	11	2
12	4bPWDXpN6MlTZBedxega3X	No Roots	Alice Merton	1600633	8	18	8	-4
13	1f3flfdU4VDM2OBDD2FMia	Little Hollywood	Alle Farben	1588549	20	8	13	7
14	0afhq8XCExXpqazXczTSve	Galway Girl	Ed Sheeran	1560350	11	13	3	-3
15	1x5sYLZiu9r5E43kMlt9f8	Symphony (feat. Zara Larsson)	Clean Bandit	1507135	10	11	7	-5
16	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	1507024	22	6	16	6
17	5c4tB0saSkNHX5CyDosuF7	Tuesday	Burak Yeter	1467152	nan	1	17	new
18	7nKBxz47S9SD79N086fuhn	SUBEME LA RADIO	Enrique Iglesias	1462028	23	13	18	5
19	3eR23VReFzcdmS7TYCrhCe	It Ain't Me (with Selena Gomez)	Kygo	1395380	14	15	2	-5
20	3H25ywsvlV0ZT2XSpSU7wk	Kontrollieren	RAF Camora	1317458	15	6	12	-5
21	6RUKPb4LETWmmr3iAEQktW	Something Just Like This	The Chainsmokers	1299782	17	14	4	-4
22	0dA2Mk56wEzDgegdC6R17g	Stay (with Alessia Cara)	Zedd	1249282	18	14	8	-4
23	2Gl0FzuLxflY6nPifJp5Dr	First Time	Kygo	1229178	26	5	23	3
24	0p6ZRPPmXONaxaqWVdBZmD	Murcielago	KC Rebell	1222654	nan	1	24	new
25	3rOSwuTsUlJp0Pu0MkN8r8	Mask Off	Future	1199195	16	15	8	-9
26	1Eck97uRMlprKOOJN9oO1E	Good Life (with G-Eazy & Kehlani)	G-Eazy	1184028	21	9	16	-5
27	3my1RfvOhuSan7Ml1ZIVze	Papa	Bushido	1174948	nan	1	27	new
28	2habSXqcJGExM6JJyskY7O	Malibu	Miley Cyrus	1132517	24	3	24	-4
29	6EpRaXYhGOB3fj4V2uDkMJ	Strip That Down	Liam Payne	1116244	60	2	29	31
30	1sCxVKWImDZSZKvG0U9B23	Bad Liar	Selena Gomez	1079397	28	2	28	-2
31	4WrS6vezaPwOafKJmHqMEU	You Don't Know Me - Radio Edit	Jax Jones	1079109	nan	1	31	new
32	3sgGmPQD2J6aQduN36RDBO	Nummer 1	Zuna	1071803	27	12	7	-5
33	4xlrALxuaCf9yZBHJeTSG6	Mama	Jonas Blue	1054904	70	4	33	37
34	1louJpMmzEicAn7lzDalPW	No Promises (feat. Demi Lovato)	Cheat Codes	1054472	34	9	34	0
35	0ugwgq04vVhkJDIOGr2X6R	Das Geld muss weg	Marteria	1048977	63	4	35	28
36	1sBhJGPUKrdRycgKxve70v	Hot2Touch	Felix Jaehn	1043648	54	3	36	18
37	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	1028091	29	9	11	-8
38	5fpujciVjGBhnR2XFx06E7	Ya Salam	Kurdo	990981	33	10	24	-5
39	3EfugazgSddQvzZpkof5I4	Ciao Adios	Anne-Marie	960433	32	13	23	-7
40	6fTsxhIosAU6zXTAhSaemI	Chasing Highs	ALMA	928304	38	10	18	-2
41	1HxvdVlvQH5NUPi1wsq5L1	Legendary	Welshly Arms	927787	36	9	36	-5
42	05Mp2UJulSttxQ4E6hQPH3	Ohne mein Team	Bonez MC	906205	37	22	11	-5
43	0HlGKH64XBzPBMI9jeuzZM	Should Have Been There	Regi	898097	50	7	43	7
44	6jA8HL9i4QGzsj6fjoxp8Y	There for You	Martin Garrix	884860	nan	1	44	new
45	5Ohxk2dO5COHF1krpoPigN	Sign of the Times	Harry Styles	849841	39	8	39	-6
46	3ebXMykcMXOcLeJ9xZ17XH	Scared to Be Lonely	Martin Garrix	823924	40	18	4	-6
47	2PcREcTtGiNTUCM4g2Qg4Z	Bros	RIN	823869	44	4	35	-3
48	6VRghJeP6I0w1KxkdWFfIh	Believer	Imagine Dragons	821920	nan	1	48	new
49	2KklXplRtxMsBYo474Es0w	Be Mine	Ofenbach	818514	52	4	49	3
50	1sXUWdKx03aP9Gmzft58rt	Issues	Julia Michaels	808910	41	19	18	-9
51	6HUnnBwYZqcED1eQztxMBN	Solo Dance	Martin Jensen	776731	47	22	4	-4
52	6hB5hpMGCIriSNCH0d2zHY	Nicht jetzt	KC Rebell	732352	nan	1	52	new
53	1QzmdyU1N47jAj0ao5IvlW	Ist da jemand	Adel Tawil	724653	42	9	42	-11
54	72jbDTw1piOOj770jWNeaG	Paris	The Chainsmokers	711086	48	20	2	-6
55	1HgK7BQsq5397JH2xzH3dn	Sodom und Gomorrha	Bushido	708572	nan	1	55	new
56	62jhFviTBtnm1Bzigve3dj	Herzbeben	Helene Fischer	674435	95	3	56	39
57	715uqcez2DeFYNecXSoXDm	Lambo Diablo GT (feat. Nimo)	Capo	669716	nan	1	57	new
58	2gFYrhAsBGU9DUzOiCy16l	LFR	Nimo	651757	nan	1	58	new
59	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	639809	68	4	59	9
60	6XOYVSmNDjKUNMXooU4s4z	No Vacancy	OneRepublic	633830	83	5	60	23
61	1mDGDb2fUmUMdqV3tb8VKQ	Now Or Never	Halsey	613769	nan	1	61	new
62	1iTKkkgXj8kJkGdjGGBFqL	Two Princes - Radio Mix	Fake Pictures	612124	53	17	29	-9
63	07KbI05QnjX8IbDBDRySxR	Aliens	Marteria	603599	181	11	58	118
64	167NczpNbRF7oWakJaY3Hh	Slow Hands	Niall Horan	597939	72	4	64	8
65	51PIvodunv6NmX5250zxAh	The Cure	Lady Gaga	588939	58	6	55	-7
66	0FuTx2s3YH1ppmtiM6l0zI	September Song	JP Cooper	569477	51	18	25	-15
67	1SJtlNRJDeYHioymcvsqev	Crying in the Club	Camila Cabello	567926	108	2	67	41
68	6OuV4vfyb8v3vGGGksqyKf	Weak	AJR	566137	nan	1	68	new
69	78rIJddV4X0HkNAInEcYde	Call On Me - Ryan Riback Extended Remix	Starley	563561	56	22	6	-13
70	6gpcs5eMhJwax4mIfKDYQk	Slide (feat. Frank Ocean & Migos)	Calvin Harris	549310	nan	1	70	new
71	6zuUWT2b1cFs9NMVHuDLdY	Scotty beam mich hoch	Marteria	544896	nan	1	71	new
72	7neLRiDEffSr5kl0wYU7Xw	El Presidente	Marteria	544111	nan	1	72	new
73	2eMwDehkIC1j68U6FA3Eiq	XO TOUR Llif3	Lil Uzi Vert	534946	77	8	72	4
74	07TAUihsoCBnLWWXuZYUyw	Sowieso - Radio Version	Mark Forster	525983	104	3	74	30
75	7hDc8b7IXETo14hHIHdnhd	Passionfruit	Drake	523704	55	11	10	-20
76	14oOKFGuXu8DqvOe1W8vao	Bon Appétit	Katy Perry	521144	nan	1	76	new
77	3up1uPuvL5vkfJ6aOeSRtD	Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette	Maître Gims	512281	57	20	9	-20
78	5MuiT0D2jhWwWJyx3W9gsk	Yellow Bar Mitzvah	SpongeBOZZ	509788	nan	1	78	new
79	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	494105	69	15	34	-10
80	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	491310	81	15	54	1
81	104buTcnP2AsxqB7U1FIZ4	Heavy (feat. Kiiara)	Linkin Park	491207	59	15	53	-22
82	5knuzwU65gJK7IF5yJsuaW	Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	483817	71	22	1	-11
83	1CnPYaKxTVb4LWOtiGOm0m	All Time Low	Jon Bellion	475020	66	22	11	-17
84	4v6P25AxtnhbDuybZpzRG8	Tauchstation	Marteria	469730	nan	1	84	new
85	3W3vuTYWb5k8yNgrnYWJuf	Baby	Zuna	464850	64	7	54	-21
86	6wHRm1KR8pzVDPdmR6Qovj	Palmen aus Plastik	Bonez MC	463049	74	22	32	-12
87	0HBdrRjDE1t56e2sTquhxl	Roswell	Marteria	455754	nan	1	87	new
88	3caMfJGFp53NAH2TuigdNj	Hunter	Galantis	455061	115	4	88	27
89	1iPTSLcoezNpFMaXK29EsG	Der Pate	Ufo361	453836	67	5	36	-22
90	3PAI7PCFpBfTOPnGRisqWq	Blue Marlin	Marteria	449106	nan	1	90	new
91	7mdlZsVJD6HcPuwS3k7e68	Wieso?	Zuna	443872	73	18	31	-18
92	3b5Li4QKDVBx1x7fQuu54a	Tired	Alan Walker	443653	82	2	82	-10
93	59TZtCXoVMHe9JZKfS5uY5	A.C.A.B. II	SpongeBOZZ	435131	nan	1	93	new
94	3mSKpnCdwjdf3a9T7O5jyJ	Cadillac	Marteria	431524	nan	1	94	new
95	6y2Kaz9QI01XBKJ8mTb7Pf	Skin	Rag'n'Bone Man	418302	75	18	24	-20
96	3NdDpSvN911VPGivFlV5d0	"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""	ZAYN	417135	76	22	2	-20
97	11Fo4dAH31K7UZHGqCkCmE	I Love You	Axwell /\ Ingrosso	411445	97	12	97	0
98	4c2W3VKsOFoIg2SFaO6DY5	Your Song	Rita Ora	402655	nan	1	98	new
99	3QWjljChcOMkRDYSzF33Qr	Whippin (feat. Felix Snow)	Kiiara	401245	100	5	99	1
100	6HZILIRieu8S0iqY8kIKhj	DNA.	Kendrick Lamar	400231	80	7	27	-20
101	0WCEaydwN65cvwaW8aqptF	History	Olivia Holt	393236	88	19	48	-13
102	6hyQOWD7kUVEJTjIHtJXdM	Mehr als ein Job	Kontra K	381381	86	11	35	-16
103	0GR2HhZteEmmcLf02bLXid	Links	Marteria	377078	nan	1	103	new
104	5toMpskhrnl8ByNg0zlB5F	Feuerwerk	Wincent Weiss	374789	78	19	57	-26
105	6PCUP3dWmTjcTtXY02oFdT	Castle on the Hill	Ed Sheeran	374573	87	21	2	-18
106	4tX7Nt68zEeb0Lt32ngQR0	Show You Love	Kato	371950	105	9	98	-1
