position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	3EPXxR3ImUwfayaurPi3cm	Be Alright	Dean Lewis	2196324	1	9	1	0
2	0d2iYfpKoM0QCKvcLCkBao	Eastside (with Halsey & Khalid)	benny blanco	1886619	2	7	1	0
3	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	Drake	1419473	3	6	1	0
4	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	1330573	5	11	3	1
5	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	1278913	24	2	5	19
6	5WvAo7DNuPRmk4APhdPzi8	No Brainer	DJ Khaled	1249102	4	5	4	-2
7	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	1216437	21	2	7	14
8	2iUXsYOEPhVqEBwsqP70rE	Youngblood	5 Seconds of Summer	1212858	8	11	1	0
9	4OafepJy2teCjYJbvFE60J	breathin	Ariana Grande	1189669	7	2	7	-2
10	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1178308	9	4	7	-1
11	5OCJzvD7sykQEKHH7qAC3C	God is a woman	Ariana Grande	1141144	6	2	6	-5
12	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	1115230	10	10	9	-2
13	3u1S1OmAUhx5DRlLrXqyp3	Rise	Jonas Blue	1051702	11	12	11	-2
14	0s3nnoMeVWz3989MkNQiRf	Lucid Dreams	Juice WRLD	1042692	12	7	7	-2
15	5IaHrVsrferBYDm0bDyABy	Taste (feat. Offset)	Tyga	979721	13	15	5	-2
16	4kWO6O1BUXcZmaxitpVUwp	Jackie Chan	Tiësto	920428	14	15	10	-2
17	4VUwkH455At9kENOfzTqmF	Beautiful (feat. Camila Cabello)	Bazzi	904292	19	4	17	2
18	2E124GmJRnBJuXbTb4cPUB	FEFE (feat. Nicki Minaj & Murda Beatz)	6ix9ine	879117	15	6	8	-3
19	3nc420PXjTdBV5TN0gCFkS	Ocean (feat. Khalid)	Martin Garrix	866672	18	11	8	-1
20	63SevszngYpZOwf63o61K4	Nevermind	Dennis Lloyd	860950	17	23	14	-3
21	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	855137	25	6	21	4
22	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	839420	16	18	1	-6
23	4E2s2lCNKxbWJMwHPMzOfq	Never Ever (feat. Sarah)	The Rubens	807669	26	9	23	3
24	1LwnqPolBLuhZKp8zAwaIz	Healing Hands	Conrad Sewell	786159	20	10	18	-4
25	4keoy2fqgwGnbWlm3ZVZFa	Happy Now	Zedd	738262	28	6	25	3
26	3ee8Jmje8o58CHK66QrVC2	SAD!	XXXTENTACION	734580	23	24	3	-3
27	3BZkEOJwKUYRlkLWZB1izC	Fire	Peking Duk	688408	27	16	16	0
28	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	685269	41	4	28	13
29	083Qf6hn6sFL6xiOHlZUyn	I'll Be There	Jess Glynne	682520	29	16	23	0
30	2BgEsaKNfHUdlh97KmvFyo	2002	Anne-Marie	674203	30	3	20	0
31	6kPJZM97LwdG9QIsT7khp6	Solo (feat. Demi Lovato)	Clean Bandit	649695	31	15	13	0
32	0kHyKhJMukHEPfeh8s7rdM	Born To Be Yours	Kygo	643257	32	11	27	0
33	0u2P5u6lvoDfwTYjAADbn4	lovely (with Khalid)	Billie Eilish	633185	33	19	5	0
