position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	7wGoVu4Dady5GV0Sv4UIsx	rockstar	Post Malone	1331422	3	13	1	2
2	5UEnHoDYpsxlfzWLZIc7LD	River (feat. Ed Sheeran)	Eminem	1329305	2	3	2	0
3	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	1325407	4	15	2	1
4	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	1176677	6	21	3	2
5	6mrKP2jyIQmM0rw6fQryjr	Let You Down	NF	1146066	5	12	4	0
6	0ofbQMrRDsUaVKq2mGLEAb	Havana	Camila Cabello	1138325	7	21	2	1
7	3hBBKuWJfxlIlnd9QFoC8k	What Lovers Do (feat. SZA)	Maroon 5	999784	12	9	7	5
8	7EmGUiUaOSGDnUUQUDrOXC	Wolves	Selena Gomez	982587	10	10	5	2
9	5AEtlRudpgdT5FtNiuly6Y	Let Me Go (with Alesso, Florida Georgia Line & watt)	Hailee Steinfeld	973879	14	16	9	5
10	2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	959005	13	25	2	3
11	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	952161	11	28	2	0
12	6QgjcU0zLnzq5OrUoSZ3OK	Feel It Still	Portugal. The Man	925274	17	24	9	5
13	5k38wzpLb15YgncyWdTZE4	Him & I (with Halsey)	G-Eazy	887692	16	3	13	3
14	7iDa6hUg2VgEL1o1HjmfBn	Meant to Be (feat. Florida Georgia Line)	Bebe Rexha	884046	18	16	14	4
15	6PKxFkewPt55P5ao5tVS5o	Go Bang	PNAU	825654	19	8	15	4
16	1bhUWB0zJMIKr9yVPrkEuI	Perfect Duet (Ed Sheeran & Beyoncé)	Ed Sheeran	809168	15	5	7	-1
17	1wjzFQodRWrPcQ0AnYnvQ9	I Like Me Better	Lauv	754727	21	31	9	4
18	32DGGj6KlNuBr6WaqRxpxi	How Long	Charlie Puth	720862	23	13	18	5
19	42CeaId2XNlxugDvyqHfDf	Candy Paint	Post Malone	704971	24	11	15	5
20	1mXVgsBdtIVeCLJnSnmtdV	Too Good At Goodbyes	Sam Smith	694955	20	9	4	0
21	0tPQPaOKM32WgMSbPCYyRH	Dirty Sexy Money (feat. Charli XCX & French Montana)	David Guetta	657882	34	9	21	13
22	2rE9TX3VQ0WNt7kziFhKep	Homemade Dynamite - REMIX	Lorde	654080	26	7	17	4
23	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	650585	33	52	1	10
24	2xmrfQpmS2iJExTlklLoAL	I Miss You (feat. Julia Michaels)	Clean Bandit	643016	25	10	24	1
25	2Za1AlJNvksouPPWbXpR2X	Good Old Days (feat. Kesha)	Macklemore	628945	28	15	16	3
26	7EI6Iki24tBHAMxtb4xQN2	Anywhere	Rita Ora	626894	29	11	21	3
27	0Zbbxnx4SGGHoIow4PpISP	Stargazing	Kygo	607716	38	15	24	11
28	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	598013	27	44	7	-1
29	0tKcYR2II1VCQWT79i5NrW	Thunder	Imagine Dragons	596353	40	33	7	11
30	1j4kHkkpqZRBwE0A4CN4Yv	Dusk Till Dawn - Radio Edit	ZAYN	596149	35	17	8	5
31	3a1lNhkSLSkpJE4MSHpDu9	Congratulations	Post Malone	591700	39	47	15	8
32	7MUNNBJKYo3cdokp06wEOB	Lay It On Me	Vance Joy	588452	41	25	32	9
33	1LIbTjMdFP15jIXGkcICSU	Chateau	Angus & Julia Stone	573455	49	10	33	16
34	7nZmah2llfvLDiUjm0kiyz	Friends (with BloodPop®)	Justin Bieber	558516	48	20	3	14
35	43ZyHQITOjhciSUUNPVRHc	Gucci Gang	Lil Pump	556892	30	13	13	-5
36	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	549814	56	40	1	20
37	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	Logic	542336	47	35	1	10
38	2MK8xQVIFA81r32V4E1MkT	Let You Down	Peking Duk	540608	52	12	38	14
39	3m660poUr1chesgkkjQM7P	Sorry Not Sorry	Demi Lovato	530964	31	14	11	-8
40	2nUJvBO87SkxCViQsLc9Zr	Man's Not Hot	Big Shaq	517488	50	13	34	10
41	3B54sVLJ402zGa6Xm4YGNe	Unforgettable	French Montana	511040	65	26	2	24
42	5uu28fUesZMl89lf9CLrgN	Feels Great (feat. Fetty Wap & CVBZ)	Cheat Codes	510110	53	12	32	11
43	0CokSRCu5hZgPxcZBaEzVE	Glorious (feat. Skylar Grey)	Macklemore	508961	54	15	4	11
44	2DQ1ITjI0YoLFzuADN1ZBW	No Limit	G-Eazy	465210	81	3	44	37
45	7GX5flRQZVHRAGd6B4TmDO	XO Tour Llif3	Lil Uzi Vert	462768	76	19	29	31
46	7mldq42yDuxiUNn08nvzHO	Body Like A Back Road	Sam Hunt	456315	68	44	27	22
47	5WoaF1B5XIEnWfmb5NZikf	Sky Walker (feat. Travis Scott)	Miguel	452725	74	5	47	27
48	2OALaHcDdKkjYEpAr0Qzab	Lonely Together (feat. Rita Ora)	Avicii	452724	66	21	26	18
49	7y9iMe8SOB6z3NoHE2OfXl	Bad At Love	Halsey	448355	67	20	38	18
50	4bJzIbze97tZwCxxMw4hx9	NUMB	Hayden James	446810	84	9	50	34
51	0P6AWOA4LG1XOctzaVu5tt	The Weekend - Funk Wav Remix	SZA	401768	134	2	51	83
52	2BTw5ZxeBygVJpdMK1Ur3c	Hotel	Kita Alexander	380491	62	30	42	10
53	75FDPwaULRdYDn4StFN2rT	Bartier Cardi (feat. 21 Savage)	Cardi B	378919	166	2	53	113
54	5bcTCxgc7xVfSaMV3RuVke	Feels (feat. Pharrell Williams, Katy Perry & Big Sean)	Calvin Harris	372841	102	28	4	48
55	3gfmFoJgmn9LiIj5mV8oSS	I Just Can't	R3HAB	365099	85	16	55	30
56	5CtI0qwDJkDQGwXD1H1cLb	Despacito - Remix	Luis Fonsi	355960	101	38	1	45
57	0Wv5wuenRLI3BcwgT3HPIP	A Different Way (with Lauv)	DJ Snake	353232	94	15	55	37
58	77ngtwBosDuAwiQu8afOOQ	Anyway	Tyron Hapi	347322	92	10	58	34
59	6EpRaXYhGOB3fj4V2uDkMJ	Strip That Down	Liam Payne	339485	91	33	3	32
